Time (Seconds),Amplitude (Volts),,Time (Seconds),,,,Amplitude (Volts)
31834,0.25045127,,,,,,-0.25045127
31835,0.27068827,,,,,,-0.27068827
31836,0.266246,,,,,,-0.266246
31837,0.266246,,,,,,-0.266246
31838,0.27299166,,,,,,-0.27299166
31839,0.26591694,,,,,,-0.26591694
31840,0.24880597,,,,,,-0.24880597
31841,0.25341278,,,,,,-0.25341278
31842,0.26657504,,,,,,-0.26657504
31843,0.2708528,,,,,,-0.2708528
31844,0.27447242,,,,,,-0.27447242
31845,0.28335696,,,,,,-0.28335696
31846,0.27628225,,,,,,-0.27628225
31847,0.2784211,,,,,,-0.2784211
31848,0.2748015,,,,,,-0.2748015
31849,0.25505805,,,,,,-0.25505805
31850,0.24271841,,,,,,-0.24271841
31851,0.24370559,,,,,,-0.24370559
31852,0.24387011,,,,,,-0.24387011
31853,0.24831238,,,,,,-0.24831238
31854,0.24535087,,,,,,-0.24535087
31855,0.24271841,,,,,,-0.24271841
31856,0.23169501,,,,,,-0.23169501
31857,0.2321886,,,,,,-0.2321886
31858,0.22725274,,,,,,-0.22725274
31859,0.21244517,,,,,,-0.21244517
31860,0.2103063,,,,,,-0.2103063
31861,0.2004346,,,,,,-0.2004346
31862,0.18990478,,,,,,-0.18990478
31863,0.18167835,,,,,,-0.18167835
31864,0.17805873,,,,,,-0.17805873
31865,0.16999683,,,,,,-0.16999683
31866,0.1599606,,,,,,-0.1599606
31867,0.15173417,,,,,,-0.15173417
31868,0.14745644,,,,,,-0.14745644
31869,0.1321553,,,,,,-0.1321553
31870,0.12656133,,,,,,-0.12656133
31871,0.12590322,,,,,,-0.12590322
31872,0.12458699,,,,,,-0.12458699
31873,0.12985191,,,,,,-0.12985191
31874,0.13939455,,,,,,-0.13939455
31875,0.15041795,,,,,,-0.15041795
31876,0.15222776,,,,,,-0.15222776
31877,0.15568286,,,,,,-0.15568286
31878,0.15305041,,,,,,-0.15305041
31879,0.14103983,,,,,,-0.14103983
31880,0.14235605,,,,,,-0.14235605
31881,0.13478775,,,,,,-0.13478775
31882,0.12804209,,,,,,-0.12804209
31883,0.12771304,,,,,,-0.12771304
31884,0.13873644,,,,,,-0.13873644
31885,0.15025342,,,,,,-0.15025342
31886,0.14975984,,,,,,-0.14975984
31887,0.15255682,,,,,,-0.15255682
31888,0.14235605,,,,,,-0.14235605
31889,0.12919378,,,,,,-0.12919378
31890,0.124093406,,,,,,-0.124093406
31891,0.11208284,,,,,,-0.11208284
31892,0.11438624,,,,,,-0.11438624
31893,0.10764057,,,,,,-0.10764057
31894,0.09085868,,,,,,-0.09085868
31895,0.0967817,,,,,,-0.0967817
31896,0.08658095,,,,,,-0.08658095
31897,0.06486321,,,,,,-0.06486321
31898,0.045448873,,,,,,-0.045448873
31899,0.031134916,,,,,,-0.031134916
31900,0.010075303,,,,,,-0.010075303
31901,0.006784739,,,,,,-0.006784739
31902,0.010897944,,,,,,-0.010897944
31903,0.015504735,,,,,,-0.015504735
31904,0.020111525,,,,,,-0.020111525
31905,0.0316285,,,,,,-0.0316285
31906,0.036728878,,,,,,-0.036728878
31907,0.03639982,,,,,,-0.03639982
31908,0.046271518,,,,,,-0.046271518
31909,0.04331001,,,,,,-0.04331001
31910,0.028666994,,,,,,-0.028666994
31911,0.041664723,,,,,,-0.041664723
31912,0.054826986,,,,,,-0.054826986
31913,0.061408117,,,,,,-0.061408117
31914,0.05745944,,,,,,-0.05745944
31915,0.060585476,,,,,,-0.060585476
31916,0.06683755,,,,,,-0.06683755
31917,0.06519227,,,,,,-0.06519227
31918,0.06469868,,,,,,-0.06469868
31919,0.05449793,,,,,,-0.05449793
31920,0.049233027,,,,,,-0.049233027
31921,0.046436045,,,,,,-0.046436045
31922,0.05071378,,,,,,-0.05071378
31923,0.056801327,,,,,,-0.056801327
31924,0.0653568,,,,,,-0.0653568
31925,0.07210246,,,,,,-0.07210246
31926,0.06436963,,,,,,-0.06436963
31927,0.06223076,,,,,,-0.06223076
31928,0.059433777,,,,,,-0.059433777
31929,0.0403485,,,,,,-0.0403485
31930,0.031299446,,,,,,-0.031299446
31931,0.037222464,,,,,,-0.037222464
31932,0.027350767,,,,,,-0.027350767
31933,0.028831521,,,,,,-0.028831521
31934,0.037057932,,,,,,-0.037057932
31935,0.037880573,,,,,,-0.037880573
31936,0.029818691,,,,,,-0.029818691
31937,0.025047371,,,,,,-0.025047371
31938,0.022579448,,,,,,-0.022579448
31939,0.018301714,,,,,,-0.018301714
31940,0.015011149,,,,,,-0.015011149
31941,0.025376428,,,,,,-0.025376428
31942,0.036070764,,,,,,-0.036070764
31943,0.050055668,,,,,,-0.050055668
31944,0.05713038,,,,,,-0.05713038
31945,0.06519227,,,,,,-0.06519227
31946,0.0653568,,,,,,-0.0653568
31947,0.055649627,,,,,,-0.055649627
31948,0.044790763,,,,,,-0.044790763
31949,0.035083596,,,,,,-0.035083596
31950,0.015833791,,,,,,-0.015833791
31951,0.01040436,,,,,,-0.01040436
31952,0.010897944,,,,,,-0.010897944
31953,0.022414919,,,,,,-0.022414919
31954,0.021756807,,,,,,-0.021756807
31955,0.028173408,,,,,,-0.028173408
31956,0.037716046,,,,,,-0.037716046
31957,0.022414919,,,,,,-0.022414919
31958,0.00020361,,,,,,-0.00020361
31959,-0.003251482,,,,,,0.003251482
31960,-0.015591097,,,,,,0.015591097
31961,-0.025956372,,,,,,0.025956372
31962,-0.020855999,,,,,,0.020855999
31963,-0.020362414,,,,,,0.020362414
31964,-0.008680913,,,,,,0.008680913
31965,0.002507005,,,,,,-0.002507005
31966,0.013694923,,,,,,-0.013694923
31967,0.00020361,,,,,,-0.00020361
31968,-0.004238652,,,,,,0.004238652
31969,-0.010161667,,,,,,0.010161667
31970,-0.017894492,,,,,,0.017894492
31971,-0.018223548,,,,,,0.018223548
31972,-0.010161667,,,,,,0.010161667
31973,-0.006871103,,,,,,0.006871103
31974,-0.00983261,,,,,,0.00983261
31975,-0.018059019,,,,,,0.018059019
31976,-0.022665808,,,,,,0.022665808
31977,-0.014439399,,,,,,0.014439399
31978,-0.006048462,,,,,,0.006048462
31979,-0.012300533,,,,,,0.012300533
31980,-0.017894492,,,,,,0.017894492
31981,-0.012465062,,,,,,0.012465062
31982,-0.012136005,,,,,,0.012136005
31983,-0.022994865,,,,,,0.022994865
31984,-0.017565435,,,,,,0.017565435
31985,-0.021185055,,,,,,0.021185055
31986,-0.033689197,,,,,,0.033689197
31987,-0.03434731,,,,,,0.03434731
31988,-0.045535225,,,,,,0.045535225
31989,-0.061494455,,,,,,0.061494455
31990,-0.07087256,,,,,,0.07087256
31991,-0.0664303,,,,,,0.0664303
31992,-0.071859725,,,,,,0.071859725
31993,-0.067582,,,,,,0.067582
31994,-0.06610124,,,,,,0.06610124
31995,-0.07070803,,,,,,0.07070803
31996,-0.075643875,,,,,,0.075643875
31997,-0.061988037,,,,,,0.061988037
31998,-0.06626577,,,,,,0.06626577
31999,-0.08271858,,,,,,0.08271858
32000,-0.08781895,,,,,,0.08781895
32001,-0.08173141,,,,,,0.08173141
32002,-0.07416312,,,,,,0.07416312
32003,-0.06396238,,,,,,0.06396238
32004,-0.06873369,,,,,,0.06873369
32005,-0.07004992,,,,,,0.07004992
32006,-0.061658982,,,,,,0.061658982
32007,-0.055077855,,,,,,0.055077855
32008,-0.048661258,,,,,,0.048661258
32009,-0.051787294,,,,,,0.051787294
32010,-0.06313974,,,,,,0.06313974
32011,-0.06313974,,,,,,0.06313974
32012,-0.061165396,,,,,,0.061165396
32013,-0.059026532,,,,,,0.059026532
32014,-0.059355587,,,,,,0.059355587
32015,-0.051458236,,,,,,0.051458236
32016,-0.047509562,,,,,,0.047509562
32017,-0.054419745,,,,,,0.054419745
32018,-0.06396238,,,,,,0.06396238
32019,-0.07070803,,,,,,0.07070803
32020,-0.08847707,,,,,,0.08847707
32021,-0.09242574,,,,,,0.09242574
32022,-0.07844085,,,,,,0.07844085
32023,-0.06610124,,,,,,0.06610124
32024,-0.062152565,,,,,,0.062152565
32025,-0.064455956,,,,,,0.064455956
32026,-0.059849173,,,,,,0.059849173
32027,-0.061988037,,,,,,0.061988037
32028,-0.05376163,,,,,,0.05376163
32029,-0.06988539,,,,,,0.06988539
32030,-0.06182351,,,,,,0.06182351
32031,-0.062317096,,,,,,0.062317096
32032,-0.05293899,,,,,,0.05293899
32033,-0.047509562,,,,,,0.047509562
32034,-0.04405447,,,,,,0.04405447
32035,-0.042573716,,,,,,0.042573716
32036,-0.034018252,,,,,,0.034018252
32037,-0.027766183,,,,,,0.027766183
32038,-0.026285429,,,,,,0.026285429
32039,-0.03500542,,,,,,0.03500542
32040,-0.03878957,,,,,,0.03878957
32041,-0.026614485,,,,,,0.026614485
32042,-0.024804676,,,,,,0.024804676
32043,-0.034676366,,,,,,0.034676366
32044,-0.02974052,,,,,,0.02974052
32045,-0.01081978,,,,,,0.01081978
32046,-0.020526942,,,,,,0.020526942
32047,-0.022665808,,,,,,0.022665808
32048,-0.011642421,,,,,,0.011642421
32049,-0.021020528,,,,,,0.021020528
32050,-0.040105794,,,,,,0.040105794
32051,-0.036486175,,,,,,0.036486175
32052,-0.040928435,,,,,,0.040928435
32053,-0.054913327,,,,,,0.054913327
32054,-0.051951822,,,,,,0.051951822
32055,-0.04224466,,,,,,0.04224466
32056,-0.037308816,,,,,,0.037308816
32057,-0.03878957,,,,,,0.03878957
32058,-0.060342755,,,,,,0.060342755
32059,-0.06906275,,,,,,0.06906275
32060,-0.104436286,,,,,,0.104436286
32061,-0.10114573,,,,,,0.10114573
32062,-0.08337669,,,,,,0.08337669
32063,-0.064455956,,,,,,0.064455956
32064,-0.059849173,,,,,,0.059849173
32065,-0.044712584,,,,,,0.044712584
32066,-0.033689197,,,,,,0.033689197
32067,-0.054255217,,,,,,0.054255217
32068,-0.06906275,,,,,,0.06906275
32069,-0.086009145,,,,,,0.086009145
32070,-0.10065214,,,,,,0.10065214
32071,-0.10838496,,,,,,0.10838496
32072,-0.102297425,,,,,,0.102297425
32073,-0.101474784,,,,,,0.101474784
32074,-0.10344912,,,,,,0.10344912
32075,-0.10460082,,,,,,0.10460082
32076,-0.10048761,,,,,,0.10048761
32077,-0.10789138,,,,,,0.10789138
32078,-0.1238506,,,,,,0.1238506
32079,-0.123521544,,,,,,0.123521544
32080,-0.1268121,,,,,,0.1268121
32081,-0.12319249,,,,,,0.12319249
32082,-0.113156274,,,,,,0.113156274
32083,-0.10772685,,,,,,0.10772685
32084,-0.10410723,,,,,,0.10410723
32085,-0.10525893,,,,,,0.10525893
32086,-0.1092076,,,,,,0.1092076
32087,-0.103120066,,,,,,0.103120066
32088,-0.09670347,,,,,,0.09670347
32089,-0.105917044,,,,,,0.105917044
32090,-0.1050944,,,,,,0.1050944
32091,-0.103120066,,,,,,0.103120066
32092,-0.09884233,,,,,,0.09884233
32093,-0.09588083,,,,,,0.09588083
32094,-0.08189594,,,,,,0.08189594
32095,-0.08913518,,,,,,0.08913518
32096,-0.094071016,,,,,,0.094071016
32097,-0.08650272,,,,,,0.08650272
32098,-0.08206047,,,,,,0.08206047
32099,-0.09308385,,,,,,0.09308385
32100,-0.09078046,,,,,,0.09078046
32101,-0.08419933,,,,,,0.08419933
32102,-0.086831786,,,,,,0.086831786
32103,-0.08354122,,,,,,0.08354122
32104,-0.076301984,,,,,,0.076301984
32105,-0.060507286,,,,,,0.060507286
32106,-0.07811179,,,,,,0.07811179
32107,-0.07794727,,,,,,0.07794727
32108,-0.07317595,,,,,,0.07317595
32109,-0.0799216,,,,,,0.0799216
32110,-0.087325364,,,,,,0.087325364
32111,-0.080086134,,,,,,0.080086134
32112,-0.0652786,,,,,,0.0652786
32113,-0.040105794,,,,,,0.040105794
32114,-0.020526942,,,,,,0.020526942
32115,-0.006871103,,,,,,0.006871103
32116,0.010733415,,,,,,-0.010733415
32117,0.025376428,,,,,,-0.025376428
32118,0.036728878,,,,,,-0.036728878
32119,0.055649627,,,,,,-0.055649627
32120,0.06387604,,,,,,-0.06387604
32121,0.067166604,,,,,,-0.067166604
32122,0.09530095,,,,,,-0.09530095
32123,0.13873644,,,,,,-0.13873644
32124,0.15337946,,,,,,-0.15337946
32125,0.17591986,,,,,,-0.17591986
32126,0.19632138,,,,,,-0.19632138
32127,0.19780214,,,,,,-0.19780214
32128,0.2010927,,,,,,-0.2010927
32129,0.21853273,,,,,,-0.21853273
32130,0.22083612,,,,,,-0.22083612
32131,0.22165877,,,,,,-0.22165877
32132,0.24074407,,,,,,-0.24074407
32133,0.26953655,,,,,,-0.26953655
32134,0.28566036,,,,,,-0.28566036
32135,0.29734188,,,,,,-0.29734188
32136,0.3226793,,,,,,-0.3226793
32137,0.31856608,,,,,,-0.31856608
32138,0.3072136,,,,,,-0.3072136
32139,0.3019487,,,,,,-0.3019487
32140,0.3003034,,,,,,-0.3003034
32141,0.29372227,,,,,,-0.29372227
32142,0.303594,,,,,,-0.303594
32143,0.3088589,,,,,,-0.3088589
32144,0.3111623,,,,,,-0.3111623
32145,0.31774345,,,,,,-0.31774345
32146,0.31132683,,,,,,-0.31132683
32147,0.31313664,,,,,,-0.31313664
32148,0.32810876,,,,,,-0.32810876
32149,0.3203759,,,,,,-0.3203759
32150,0.3031004,,,,,,-0.3031004
32151,0.30342945,,,,,,-0.30342945
32152,0.3031004,,,,,,-0.3031004
32153,0.30096152,,,,,,-0.30096152
32154,0.30737814,,,,,,-0.30737814
32155,0.32350194,,,,,,-0.32350194
32156,0.30836532,,,,,,-0.30836532
32157,0.31511098,,,,,,-0.31511098
32158,0.32284382,,,,,,-0.32284382
32159,0.3198823,,,,,,-0.3198823
32160,0.30326492,,,,,,-0.30326492
32161,0.29882264,,,,,,-0.29882264
32162,0.29421586,,,,,,-0.29421586
32163,0.300797,,,,,,-0.300797
32164,0.2984936,,,,,,-0.2984936
32165,0.3105042,,,,,,-0.3105042
32166,0.32136306,,,,,,-0.32136306
32167,0.32432458,,,,,,-0.32432458
32168,0.31445286,,,,,,-0.31445286
32169,0.30277133,,,,,,-0.30277133
32170,0.28566036,,,,,,-0.28566036
32171,0.28220525,,,,,,-0.28220525
32172,0.2927351,,,,,,-0.2927351
32173,0.29010263,,,,,,-0.29010263
32174,0.2853313,,,,,,-0.2853313
32175,0.28467318,,,,,,-0.28467318
32176,0.28154716,,,,,,-0.28154716
32177,0.27381432,,,,,,-0.27381432
32178,0.2644362,,,,,,-0.2644362
32179,0.24929956,,,,,,-0.24929956
32180,0.23037878,,,,,,-0.23037878
32181,0.20849648,,,,,,-0.20849648
32182,0.20767385,,,,,,-0.20767385
32183,0.22198783,,,,,,-0.22198783
32184,0.22165877,,,,,,-0.22165877
32185,0.22494933,,,,,,-0.22494933
32186,0.24962862,,,,,,-0.24962862
32187,0.2529192,,,,,,-0.2529192
32188,0.2397569,,,,,,-0.2397569
32189,0.22626556,,,,,,-0.22626556
32190,0.2206716,,,,,,-0.2206716
32191,0.20718026,,,,,,-0.20718026
32192,0.21178706,,,,,,-0.21178706
32193,0.21392593,,,,,,-0.21392593
32194,0.20866102,,,,,,-0.20866102
32195,0.20454781,,,,,,-0.20454781
32196,0.21359687,,,,,,-0.21359687
32197,0.21014178,,,,,,-0.21014178
32198,0.20931913,,,,,,-0.20931913
32199,0.20931913,,,,,,-0.20931913
32200,0.19994101,,,,,,-0.19994101
32201,0.18612061,,,,,,-0.18612061
32202,0.17246476,,,,,,-0.17246476
32203,0.17608438,,,,,,-0.17608438
32204,0.1801976,,,,,,-0.1801976
32205,0.1774006,,,,,,-0.1774006
32206,0.16687079,,,,,,-0.16687079
32207,0.16539003,,,,,,-0.16539003
32208,0.16259305,,,,,,-0.16259305
32209,0.14087531,,,,,,-0.14087531
32210,0.12425794,,,,,,-0.12425794
32211,0.118828505,,,,,,-0.118828505
32212,0.10583076,,,,,,-0.10583076
32213,0.09382019,,,,,,-0.09382019
32214,0.09776887,,,,,,-0.09776887
32215,0.10665341,,,,,,-0.10665341
32216,0.095794536,,,,,,-0.095794536
32217,0.09135227,,,,,,-0.09135227
32218,0.08608736,,,,,,-0.08608736
32219,0.07012812,,,,,,-0.07012812
32220,0.049068496,,,,,,-0.049068496
32221,0.045448873,,,,,,-0.045448873
32222,0.04117114,,,,,,-0.04117114
32223,0.040677555,,,,,,-0.040677555
32224,0.044626232,,,,,,-0.044626232
32225,0.055156045,,,,,,-0.055156045
32226,0.06124359,,,,,,-0.06124359
32227,0.057623968,,,,,,-0.057623968
32228,0.040842082,,,,,,-0.040842082
32229,0.021263223,,,,,,-0.021263223
32230,-0.000454503,,,,,,0.000454503
32231,-0.016084682,,,,,,0.016084682
32232,-0.02167864,,,,,,0.02167864
32233,-0.008187328,,,,,,0.008187328
32234,-0.011806949,,,,,,0.011806949
32235,-0.020526942,,,,,,0.020526942
32236,-0.005554877,,,,,,0.005554877
32237,0.0000391,,,,,,-3.91E-05
32238,-0.004732236,,,,,,0.004732236
32239,-0.014274872,,,,,,0.014274872
32240,-0.014603928,,,,,,0.014603928
32241,-0.017729964,,,,,,0.017729964
32242,-0.003909595,,,,,,0.003909595
32243,0.006291154,,,,,,-0.006291154
32244,0.002507005,,,,,,-0.002507005
32245,-0.000619031,,,,,,0.000619031
32246,0.013859452,,,,,,-0.013859452
32247,0.009910774,,,,,,-0.009910774
32248,-0.008187328,,,,,,0.008187328
32249,-0.016084682,,,,,,0.016084682
32250,-0.017565435,,,,,,0.017565435
32251,-0.022830337,,,,,,0.022830337
32252,-0.010161667,,,,,,0.010161667
32253,-0.00259337,,,,,,0.00259337
32254,0.001684364,,,,,,-0.001684364
32255,0.010568888,,,,,,-0.010568888
32256,0.013530396,,,,,,-0.013530396
32257,0.012378698,,,,,,-0.012378698
32258,0.014846621,,,,,,-0.014846621
32259,0.006126626,,,,,,-0.006126626
32260,-0.014110344,,,,,,0.014110344
32261,-0.012958646,,,,,,0.012958646
32262,-0.022172224,,,,,,0.022172224
32263,-0.03681523,,,,,,0.03681523
32264,-0.03846051,,,,,,0.03846051
32265,-0.026120901,,,,,,0.026120901
32266,-0.03516995,,,,,,0.03516995
32267,-0.034511838,,,,,,0.034511838
32268,-0.027437126,,,,,,0.027437126
32269,-0.03418278,,,,,,0.03418278
32270,-0.047015976,,,,,,0.047015976
32271,-0.03977674,,,,,,0.03977674
32272,-0.044548053,,,,,,0.044548053
32273,-0.04931937,,,,,,0.04931937
32274,-0.040434852,,,,,,0.040434852
32275,-0.03336014,,,,,,0.03336014
32276,-0.039941266,,,,,,0.039941266
32277,-0.03846051,,,,,,0.03846051
32278,-0.044219,,,,,,0.044219
32279,-0.061494455,,,,,,0.061494455
32280,-0.07515029,,,,,,0.07515029
32281,-0.08189594,,,,,,0.08189594
32282,-0.08962876,,,,,,0.08962876
32283,-0.080086134,,,,,,0.080086134
32284,-0.07975707,,,,,,0.07975707
32285,-0.081402354,,,,,,0.081402354
32286,-0.0892997,,,,,,0.0892997
32287,-0.08946423,,,,,,0.08946423
32288,-0.08831254,,,,,,0.08831254
32289,-0.0957163,,,,,,0.0957163
32290,-0.1144725,,,,,,0.1144725
32291,-0.1279638,,,,,,0.1279638
32292,-0.12056004,,,,,,0.12056004
32293,-0.110359296,,,,,,0.110359296
32294,-0.111511,,,,,,0.111511
32295,-0.12006646,,,,,,0.12006646
32296,-0.10262648,,,,,,0.10262648
32297,-0.1092076,,,,,,0.1092076
32298,-0.12928003,,,,,,0.12928003
32299,-0.14293586,,,,,,0.14293586
32300,-0.14359397,,,,,,0.14359397
32301,-0.15527545,,,,,,0.15527545
32302,-0.15280753,,,,,,0.15280753
32303,-0.14359397,,,,,,0.14359397
32304,-0.14096151,,,,,,0.14096151
32305,-0.14310038,,,,,,0.14310038
32306,-0.13355775,,,,,,0.13355775
32307,-0.13388681,,,,,,0.13388681
32308,-0.12878644,,,,,,0.12878644
32309,-0.12779927,,,,,,0.12779927
32310,-0.13405134,,,,,,0.13405134
32311,-0.13569662,,,,,,0.13569662
32312,-0.14194869,,,,,,0.14194869
32313,-0.1531366,,,,,,0.1531366
32314,-0.15017508,,,,,,0.15017508
32315,-0.15478188,,,,,,0.15478188
32316,-0.16531166,,,,,,0.16531166
32317,-0.16679242,,,,,,0.16679242
32318,-0.16284375,,,,,,0.16284375
32319,-0.17222184,,,,,,0.17222184
32320,-0.18818106,,,,,,0.18818106
32321,-0.18291616,,,,,,0.18291616
32322,-0.1825871,,,,,,0.1825871
32323,-0.18933275,,,,,,0.18933275
32324,-0.18390332,,,,,,0.18390332
32325,-0.16958939,,,,,,0.16958939
32326,-0.17205732,,,,,,0.17205732
32327,-0.17518334,,,,,,0.17518334
32328,-0.1649826,,,,,,0.1649826
32329,-0.17123467,,,,,,0.17123467
32330,-0.18900369,,,,,,0.18900369
32331,-0.1867003,,,,,,0.1867003
32332,-0.18242258,,,,,,0.18242258
32333,-0.18768747,,,,,,0.18768747
32334,-0.17946108,,,,,,0.17946108
32335,-0.16843769,,,,,,0.16843769
32336,-0.16448903,,,,,,0.16448903
32337,-0.167286,,,,,,0.167286
32338,-0.16860223,,,,,,0.16860223
32339,-0.17320901,,,,,,0.17320901
32340,-0.18933275,,,,,,0.18933275
32341,-0.20348215,,,,,,0.20348215
32342,-0.19986254,,,,,,0.19986254
32343,-0.19311689,,,,,,0.19311689
32344,-0.19426858,,,,,,0.19426858
32345,-0.19509123,,,,,,0.19509123
32346,-0.18752295,,,,,,0.18752295
32347,-0.18028371,,,,,,0.18028371
32348,-0.1867003,,,,,,0.1867003
32349,-0.1885101,,,,,,0.1885101
32350,-0.19048445,,,,,,0.19048445
32351,-0.21516363,,,,,,0.21516363
32352,-0.21582176,,,,,,0.21582176
32353,-0.19986254,,,,,,0.19986254
32354,-0.20808893,,,,,,0.20808893
32355,-0.21861872,,,,,,0.21861872
32356,-0.20529196,,,,,,0.20529196
32357,-0.2090761,,,,,,0.2090761
32358,-0.22207381,,,,,,0.22207381
32359,-0.23046474,,,,,,0.23046474
32360,-0.2232255,,,,,,0.2232255
32361,-0.22684513,,,,,,0.22684513
32362,-0.21927685,,,,,,0.21927685
32363,-0.2061146,,,,,,0.2061146
32364,-0.20101424,,,,,,0.20101424
32365,-0.19936895,,,,,,0.19936895
32366,-0.19410406,,,,,,0.19410406
32367,-0.1885101,,,,,,0.1885101
32368,-0.18340975,,,,,,0.18340975
32369,-0.19788821,,,,,,0.19788821
32370,-0.21351837,,,,,,0.21351837
32371,-0.21187308,,,,,,0.21187308
32372,-0.202495,,,,,,0.202495
32373,-0.20002706,,,,,,0.20002706
32374,-0.19278784,,,,,,0.19278784
32375,-0.17567693,,,,,,0.17567693
32376,-0.17732221,,,,,,0.17732221
32377,-0.1748543,,,,,,0.1748543
32378,-0.16366638,,,,,,0.16366638
32379,-0.16958939,,,,,,0.16958939
32380,-0.18127088,,,,,,0.18127088
32381,-0.17238636,,,,,,0.17238636
32382,-0.1784739,,,,,,0.1784739
32383,-0.19574934,,,,,,0.19574934
32384,-0.19969802,,,,,,0.19969802
32385,-0.19772367,,,,,,0.19772367
32386,-0.2001916,,,,,,0.2001916
32387,-0.20792441,,,,,,0.20792441
32388,-0.20512743,,,,,,0.20512743
32389,-0.20775989,,,,,,0.20775989
32390,-0.20743082,,,,,,0.20743082
32391,-0.21598628,,,,,,0.21598628
32392,-0.20578554,,,,,,0.20578554
32393,-0.19426858,,,,,,0.19426858
32394,-0.18768747,,,,,,0.18768747
32395,-0.18357427,,,,,,0.18357427
32396,-0.18127088,,,,,,0.18127088
32397,-0.17633504,,,,,,0.17633504
32398,-0.16761506,,,,,,0.16761506
32399,-0.1638309,,,,,,0.1638309
32400,-0.1649826,,,,,,0.1649826
32401,-0.18275163,,,,,,0.18275163
32402,-0.17765127,,,,,,0.17765127
32403,-0.15856601,,,,,,0.15856601
32404,-0.16152751,,,,,,0.16152751
32405,-0.16399544,,,,,,0.16399544
32406,-0.13948077,,,,,,0.13948077
32407,-0.13980982,,,,,,0.13980982
32408,-0.1549464,,,,,,0.1549464
32409,-0.16481808,,,,,,0.16481808
32410,-0.15873054,,,,,,0.15873054
32411,-0.1807773,,,,,,0.1807773
32412,-0.17715769,,,,,,0.17715769
32413,-0.15642715,,,,,,0.15642715
32414,-0.15050414,,,,,,0.15050414
32415,-0.15807243,,,,,,0.15807243
32416,-0.14573283,,,,,,0.14573283
32417,-0.14639094,,,,,,0.14639094
32418,-0.1537947,,,,,,0.1537947
32419,-0.15922412,,,,,,0.15922412
32420,-0.15774338,,,,,,0.15774338
32421,-0.15642715,,,,,,0.15642715
32422,-0.14540377,,,,,,0.14540377
32423,-0.12319249,,,,,,0.12319249
32424,-0.106575154,,,,,,0.106575154
32425,-0.09966497,,,,,,0.09966497
32426,-0.08025066,,,,,,0.08025066
32427,-0.054090686,,,,,,0.054090686
32428,-0.028095238,,,,,,0.028095238
32429,-0.018717133,,,,,,0.018717133
32430,-0.006706575,,,,,,0.006706575
32431,0.020769637,,,,,,-0.020769637
32432,0.045448873,,,,,,-0.045448873
32433,0.052852646,,,,,,-0.052852646
32434,0.06947,,,,,,-0.06947
32435,0.08839076,,,,,,-0.08839076
32436,0.09233944,,,,,,-0.09233944
32437,0.10615982,,,,,,-0.10615982
32438,0.13051002,,,,,,-0.13051002
32439,0.1413689,,,,,,-0.1413689
32440,0.12820663,,,,,,-0.12820663
32441,0.1310036,,,,,,-0.1310036
32442,0.15551834,,,,,,-0.15551834
32443,0.1652255,,,,,,-0.1652255
32444,0.17921042,,,,,,-0.17921042
32445,0.20323157,,,,,,-0.20323157
32446,0.20421875,,,,,,-0.20421875
32447,0.21474858,,,,,,-0.21474858
32448,0.23531464,,,,,,-0.23531464
32449,0.23547916,,,,,,-0.23547916
32450,0.22100066,,,,,,-0.22100066
32451,0.21771008,,,,,,-0.21771008
32452,0.2195199,,,,,,-0.2195199
32453,0.23646633,,,,,,-0.23646633
32454,0.24123766,,,,,,-0.24123766
32455,0.22577198,,,,,,-0.22577198
32456,0.23794709,,,,,,-0.23794709
32457,0.24946408,,,,,,-0.24946408
32458,0.24600899,,,,,,-0.24600899
32459,0.23350482,,,,,,-0.23350482
32460,0.22231688,,,,,,-0.22231688
32461,0.21310328,,,,,,-0.21310328
32462,0.21820366,,,,,,-0.21820366
32463,0.22922708,,,,,,-0.22922708
32464,0.23235312,,,,,,-0.23235312
32465,0.22165877,,,,,,-0.22165877
32466,0.24025048,,,,,,-0.24025048
32467,0.25423542,,,,,,-0.25423542
32468,0.23926331,,,,,,-0.23926331
32469,0.22889802,,,,,,-0.22889802
32470,0.2321886,,,,,,-0.2321886
32471,0.22313952,,,,,,-0.22313952
32472,0.21244517,,,,,,-0.21244517
32473,0.21507762,,,,,,-0.21507762
32474,0.20931913,,,,,,-0.20931913
32475,0.19665045,,,,,,-0.19665045
32476,0.2056995,,,,,,-0.2056995
32477,0.20783837,,,,,,-0.20783837
32478,0.20718026,,,,,,-0.20718026
32479,0.20240894,,,,,,-0.20240894
32480,0.17921042,,,,,,-0.17921042
32481,0.18151382,,,,,,-0.18151382
32482,0.19187911,,,,,,-0.19187911
32483,0.19533421,,,,,,-0.19533421
32484,0.20849648,,,,,,-0.20849648
32485,0.22083612,,,,,,-0.22083612
32486,0.21787462,,,,,,-0.21787462
32487,0.21195158,,,,,,-0.21195158
32488,0.22248141,,,,,,-0.22248141
32489,0.22889802,,,,,,-0.22889802
32490,0.2038897,,,,,,-0.2038897
32491,0.20273799,,,,,,-0.20273799
32492,0.19714403,,,,,,-0.19714403
32493,0.1767425,,,,,,-0.1767425
32494,0.17756514,,,,,,-0.17756514
32495,0.19747308,,,,,,-0.19747308
32496,0.20586403,,,,,,-0.20586403
32497,0.19977649,,,,,,-0.19977649
32498,0.20586403,,,,,,-0.20586403
