Time (Seconds),Amplitude (Volts),,Time (Seconds)
7502,-0.1565055,,
7503,-0.094971895,,
7504,-0.066508494,,
7505,-0.037057932,,
7506,-0.054826986,,
7507,-0.1900693,,
7508,-0.3157691,,
7509,-0.34242275,,
7510,-0.2692075,,
7511,-0.17707156,,
7512,-0.14235605,,
7513,-0.06947,,
7514,-0.024718314,,
7515,-0.014353037,,
7516,-0.053181704,,
7517,-0.19253723,,
7518,-0.3374869,,
7519,-0.36825374,,
7520,-0.29553208,,
7521,-0.22231688,,
7522,-0.17970401,,
7523,-0.11208284,,
7524,-0.07983529,,
7525,-0.07440585,,
7526,-0.11619605,,
7527,-0.25341278,,
7528,-0.39178133,,
7529,-0.39062965,,
7530,-0.29026717,,
7531,-0.20487686,,
7532,-0.1576572,,
7533,-0.091023214,,
7534,-0.064205095,,
7535,-0.047423214,,
7536,-0.07588661,,
7537,-0.22988519,,
7538,-0.3644696,,
7539,-0.36660844,,
7540,-0.27167544,,
7541,-0.17361645,,
7542,-0.1078051,,
7543,-0.044626232,,
7544,0.000289975,,
7545,0.019539773,,
7546,-0.024060203,,
7547,-0.18184288,,
7548,-0.30984607,,
7549,-0.32810876,,
7550,-0.28056,,
7551,-0.22544292,,
7552,-0.18858854,,
7553,-0.15091154,,
7554,-0.11093114,,
7555,-0.075063966,,
7556,-0.12458699,,
7557,-0.2761177,,
7558,-0.35278803,,
7559,-0.3565722,,
7560,-0.30441663,,
7561,-0.2206716,,
7562,-0.16127683,,
7563,-0.112576425,,
7564,-0.084771134,,
7565,-0.063382454,,
7566,-0.092668496,,
7567,-0.23383388,,
7568,-0.36710203,,
7569,-0.39589456,,
7570,-0.32350194,,
7571,-0.24880597,,
7572,-0.20800291,,
7573,-0.13248436,,
7574,-0.11060208,,
7575,-0.12096737,,
7576,-0.1617704,,
7577,-0.30556834,,
7578,-0.4538087,,
7579,-0.46433854,,
7580,-0.375493,,
7581,-0.30408758,,
7582,-0.2731562,,
7583,-0.18365268,,
7584,-0.15551834,,
7585,-0.14729191,,
7586,-0.19516969,,
7587,-0.35459787,,
7588,-0.48079142,,
7589,-0.49016955,,
7590,-0.43077466,,
7591,-0.35854656,,
7592,-0.30227774,,
7593,-0.211458,,
7594,-0.15864436,,
7595,-0.15699908,,
7596,-0.20027007,,
7597,-0.33896765,,
7598,-0.4385075,,
7599,-0.4288003,,
7600,-0.3749994,,
7601,-0.29520303,,
7602,-0.24683163,,
7603,-0.19813119,,
7604,-0.16390929,,
7605,-0.1652255,,
7606,-0.24864145,,
7607,-0.39589456,,
7608,-0.48161405,,
7609,-0.47174233,,
7610,-0.41596708,,
7611,-0.3323865,,
7612,-0.277763,,
7613,-0.21902631,,
7614,-0.18875307,,
7615,-0.191221,,
7616,-0.26098108,,
7617,-0.41448632,,
7618,-0.5072806,,
7619,-0.5107357,,
7620,-0.4618706,,
7621,-0.41530895,,
7622,-0.3680892,,
7623,-0.30260682,,
7624,-0.2655879,,
7625,-0.24683163,,
7626,-0.2782566,,
7627,-0.40922138,,
7628,-0.50876135,,
7629,-0.5179749,,
7630,-0.44262072,,
7631,-0.37631565,,
7632,-0.32745063,,
7633,-0.25341278,,
7634,-0.24090861,,
7635,-0.25160295,,
7636,-0.30688456,,
7637,-0.44064638,,
7638,-0.5694725,,
7639,-0.5683208,,
7640,-0.49082768,,
7641,-0.42731956,,
7642,-0.38042885,,
7643,-0.31132683,,
7644,-0.2984936,,
7645,-0.3031004,,
7646,-0.35048464,,
7647,-0.47059062,,
7648,-0.5905322,,
7649,-0.59151936,,
7650,-0.5250497,,
7651,-0.43702674,,
7652,-0.363976,,
7653,-0.29816455,,
7654,-0.26871392,,
7655,-0.26328447,,
7656,-0.31560457,,
7657,-0.4567702,,
7658,-0.55334866,,
7659,-0.56799173,,
7660,-0.5016866,,
7661,-0.41629612,,
7662,-0.36776015,,
7663,-0.30178416,,
7664,-0.24831238,,
7665,-0.22560745,,
7666,-0.30161965,,
7667,-0.4572638,,
7668,-0.5347569,,
7669,-0.5308082,,
7670,-0.47404572,,
7671,-0.40543723,,
7672,-0.36891186,,
7673,-0.3485103,,
7674,-0.34949747,,
7675,-0.349662,,
7676,-0.41366366,,
7677,-0.53459233,,
7678,-0.61455345,,
7679,-0.6051753,,
7680,-0.5102421,,
7681,-0.41761234,,
7682,-0.36035636,,
7683,-0.29520303,,
7684,-0.23926331,,
7685,-0.21425499,,
7686,-0.2599939,,
7687,-0.37582207,,
7688,-0.4612125,,
7689,-0.41810593,,
7690,-0.31675628,,
7691,-0.23564368,,
7692,-0.16950324,,
7693,-0.059927363,,
7694,0.00440318,,
7695,0.03270203,,
7696,-0.002177949,,
7697,-0.12063831,,
7698,-0.19566327,,
7699,-0.16539003,,
7700,-0.08082245,,
7701,-0.012378698,,
7702,0.06100087,,
7703,0.17419617,,
7704,0.22585796,,
7705,0.25876355,,
7706,0.20660819,,
7707,0.06494954,,
7708,-0.02422473,,
7709,-0.003823231,,
7710,0.07959255,,
7711,0.15922412,,
7712,0.2196059,,
7713,0.2757099,,
7714,0.31634828,,
7715,0.36307418,,
7716,0.31963885,,
7717,0.17715769,,
7718,0.0980197,,
7719,0.12615399,,
7720,0.20529196,,
7721,0.2839363,,
7722,0.32802975,,
7723,0.3619225,,
7724,0.40420613,,
7725,0.436289,,
7726,0.36735192,,
7727,0.20496291,,
7728,0.114143446,,
7729,0.14046793,,
7730,0.2191123,,
7731,0.2928208,,
7732,0.3489248,,
7733,0.39663786,,
7734,0.43102413,,
7735,0.45652592,,
7736,0.36768097,,
7737,0.1972301,,
7738,0.09242574,,
7739,0.0998295,,
7740,0.17600599,,
7741,0.24461414,,
7742,0.29644042,,
7743,0.36587116,,
7744,0.38972768,,
7745,0.39384088,,
7746,0.35402516,,
7747,0.22125117,,
7748,0.11891476,,
7749,0.14079699,,
7750,0.22865494,,
7751,0.31075436,,
7752,0.3732749,,
7753,0.44550258,,
7754,0.44846407,,
7755,0.4557033,,
7756,0.38528544,,
7757,0.21713798,,
7758,0.11364986,,
7759,0.1250023,,
7760,0.2001916,,
7761,0.25185338,,
7762,0.29232723,,
7763,0.32457468,,
7764,0.3523799,,
7765,0.36307418,,
7766,0.26847067,,
7767,0.10575251,,
7768,0.018552605,,
7769,0.03714429,,
7770,0.10476535,,
7771,0.15149131,,
7772,0.17501882,,
7773,0.22009948,,
7774,0.25876355,,
7775,0.2755454,,
7776,0.1737026,,
7777,0.014110344,,
7778,-0.06683755,,
7779,-0.05466246,,
7780,0.016578266,,
7781,0.07515029,,
7782,0.13108984,,
7783,0.18686484,,
7784,0.22947757,,
7785,0.25596657,,
7786,0.17024751,,
7787,0.02710807,,
7788,-0.030147748,,
7789,-0.006455682,,
7790,0.0641269,,
7791,0.11200458,,
7792,0.14129058,,
7793,0.17057656,,
7794,0.17715769,,
7795,0.16152751,,
7796,0.058532946,,
7797,-0.09826246,,
7798,-0.17230023,,
7799,-0.14169794,,
7800,-0.04594246,,
7801,0.027272597,,
7802,0.087325364,,
7803,0.15033962,,
7804,0.1837388,,
7805,0.1908135,,
7806,0.09686799,,
7807,-0.081809625,,
7808,-0.17838778,,
7809,-0.14186247,,
7810,-0.04331001,,
7811,0.021843169,,
7812,0.078605376,,
7813,0.11792759,,
7814,0.13158342,,
7815,0.13043173,,
7816,0.05112918,,
7817,-0.120309256,,
7818,-0.22034253,,
7819,-0.18842402,,
7820,-0.09612359,,
7821,-0.0403485,,
7822,0.011642421,,
7823,0.054584272,,
7824,0.06330426,,
7825,0.07136614,,
7826,-0.028337937,,
7827,-0.16769344,,
7828,-0.22462028,,
7829,-0.20372516,,
7830,-0.1303455,,
7831,-0.057788495,,
7832,-0.003494174,,
7833,0.030069577,,
7834,0.044383526,,
7835,0.05211635,,
7836,-0.028831521,,
7837,-0.15173417,,
7838,-0.20750932,,
7839,-0.18875307,,
7840,-0.119322084,,
7841,-0.027350767,,
7842,0.05639408,,
7843,0.11101741,,
7844,0.1268121,,
7845,0.11545967,,
7846,0.008845441,,
7847,-0.14367229,,
7848,-0.21392593,,
7849,-0.19138552,,
7850,-0.12623228,,
7851,-0.052359063,,
7852,0.011148836,,
7853,0.06083634,,
7854,0.08403481,,
7855,0.088148005,,
7856,-0.015504735,,
7857,-0.15387304,,
7858,-0.22379763,,
7859,-0.20520592,,
7860,-0.12524511,,
7861,-0.074899435,,
7862,-0.024553787,,
7863,0.03434731,,
7864,0.0494839,,
7865,0.031879388,,
7866,-0.04873944,,
7867,-0.1889176,,
7868,-0.25028673,,
7869,-0.19484062,,
7870,-0.09776887,,
7871,-0.030641332,,
7872,0.050635595,,
7873,0.108878545,,
7874,0.11216911,,
7875,0.12121815,,
7876,0.02710807,,
7877,-0.11455076,,
7878,-0.17608438,,
7879,-0.15156965,,
7880,-0.08329038,,
7881,-0.013201339,,
7882,0.05293899,,
7883,0.102132894,,
7884,0.119901925,,
7885,0.1092076,,
7886,-0.015669262,,
7887,-0.16703533,,
7888,-0.21178706,,
7889,-0.18463986,,
7890,-0.09694623,,
7891,-0.021592278,,
7892,0.029411465,,
7893,0.067582,,
7894,0.11809212,,
7895,0.1590596,,
7896,0.068075575,,
7897,-0.07259604,,
7898,-0.15502475,,
7899,-0.1397236,,
7900,-0.048574913,,
7901,0.028095238,,
7902,0.096374415,,
7903,0.14622642,,
7904,0.16679242,,
7905,0.16448903,,
7906,0.08321217,,
7907,-0.04413265,,
7908,-0.11915756,,
7909,-0.093326606,,
7910,-0.00760738,,
7911,0.054913327,,
7912,0.114801556,,
7913,0.16169205,,
7914,0.16465355,,
7915,0.15840149,,
7916,0.03237297,,
7917,-0.13544586,,
7918,-0.21244517,,
7919,-0.16473192,,
7920,-0.07555755,,
7921,-0.018466242,,
7922,0.053268045,,
7923,0.12006646,,
7924,0.14310038,,
7925,0.14046793,,
7926,0.029411465,,
7927,-0.11307001,,
7928,-0.1565055,,
7929,-0.10122397,,
7930,-0.014188509,,
7931,0.018223548,,
7932,0.08173141,,
7933,0.14852981,,
7934,0.17814484,,
7935,0.15511093,,
7936,0.04504164,,
7937,-0.09694623,,
7938,-0.17016137,,
7939,-0.13528134,,
7940,-0.039361328,,
7941,0.036321647,,
7942,0.09834875,,
7943,0.11611778,,
7944,0.13207701,,
7945,0.13800001,,
7946,0.047180504,,
7947,-0.08526472,,
7948,-0.13001643,,
7949,-0.10533718,,
7950,-0.018795298,,
7951,0.06363332,,
7952,0.13174795,,
7953,0.17633504,,
7954,0.19163615,,
7955,0.16958939,,
7956,0.030234104,,
7957,-0.12376435,,
7958,-0.1691742,,
7959,-0.10369189,,
7960,-0.01221417,,
7961,0.03961221,,
7962,0.106575154,,
7963,0.16300827,,
7964,0.1855486,,
7965,0.17271543,,
7966,0.040434852,,
7967,-0.115702465,,
7968,-0.16028966,,
7969,-0.10796963,,
7970,-0.019288883,,
7971,0.023323921,,
7972,0.06494954,,
7973,0.10427176,,
7974,0.1238506,,
7975,0.11578873,,
7976,-0.0048104,,
7977,-0.15502475,,
7978,-0.21129347,,
7979,-0.1576572,,
7980,-0.07555755,,
7981,-0.022250392,,
7982,0.044712584,,
7983,0.07021444,,
7984,0.075643875,,
7985,0.07218878,,
7986,-0.053017177,,
7987,-0.20553498,,
7988,-0.24337652,,
7989,-0.18825948,,
7990,-0.09743982,,
7991,-0.03837416,,
7992,0.009668082,,
7993,0.060507286,,
7994,0.09226121,,
7995,0.080086134,,
7996,-0.04577793,,
7997,-0.17476815,,
7998,-0.21063536,,
7999,-0.16719985,,
8000,-0.089542456,,
8001,-0.042816423,,
8002,0.005883934,,
8003,0.061494455,,
8004,0.07498576,,
8005,0.052280877,,
8006,-0.08345491,,
8007,-0.23728898,,
8008,-0.28056,,
8009,-0.2287335,,
8010,-0.14762096,,
8011,-0.078683585,,
8012,0.003580539,,
8013,0.062975205,,
8014,0.08535103,,
8015,0.08354122,,
8016,-0.028173408,,
8017,-0.14284964,,
8018,-0.13873644,,
8019,-0.058775663,,
8020,0.04931937,,
8021,0.14277132,,
8022,0.285088,,
8023,0.37673,,
8024,0.40453517,,
8025,0.3887405,,
8026,0.29249176,,
8027,0.1602113,,
8028,0.1602113,,
8029,0.26254767,,
8030,0.38117224,,
8031,0.4670557,,
8032,0.5535972,,
8033,0.6253312,,
8034,0.68044794,,
8035,0.68077695,,
8036,0.5656077,,
8037,0.4361245,,
8038,0.3999284,,
8039,0.44122484,,
8040,0.53039885,,
8041,0.6009812,,
8042,0.68505466,,
8043,0.7168085,,
8044,0.74494267,,
8045,0.73178047,,
8046,0.6394806,,
8047,0.52990526,,
8048,0.51723665,,
8049,0.5871608,,
8050,0.6827513,,
8051,0.72733825,,
8052,0.7903522,,
8053,0.8428364,,
8054,0.8678445,,
8055,0.87031245,,
8056,0.73359025,,
8057,0.56889826,,
8058,0.53467655,,
8059,0.6258248,,
8060,0.7306288,,
8061,0.7844292,,
8062,0.8469496,,
8063,0.8898912,,
8064,0.9091409,,
8065,0.8856135,,
8066,0.7663312,,
8067,0.63257045,,
8068,0.58584464,,
8069,0.6565914,,
8070,0.7697863,,
8071,0.8413557,,
8072,0.89137197,,
8073,0.91967064,,
8074,0.9412237,,
8075,0.9099635,,
8076,0.77126706,,
8077,0.6419485,,
8078,0.61101735,,
8079,0.6514911,,
8080,0.74066496,,
8081,0.81108266,,
8082,0.87442565,,
8083,0.9176963,,
8084,0.95125985,,
8085,0.9361233,,
8086,0.79890764,,
8087,0.6653114,,
8088,0.6226988,,
8089,0.6651469,,
8090,0.74576527,,
8091,0.7926556,,
8092,0.83526814,,
8093,0.8439881,,
8094,0.83757156,,
8095,0.79430085,,
8096,0.65001035,,
8097,0.5029227,,
8098,0.4545516,,
8099,0.4818632,,
8100,0.55211645,,
8101,0.6169403,,
8102,0.6611982,,
8103,0.67715734,,
8104,0.6707408,,
8105,0.6348738,,
8106,0.4879507,,
8107,0.3382305,,
8108,0.2873914,,
8109,0.33082673,,
8110,0.4070031,,
8111,0.44221202,,
8112,0.51262987,,
8113,0.55063576,,
8114,0.566924,,
8115,0.53829616,,
8116,0.4010801,,
8117,0.2551439,,
8118,0.2225674,,
8119,0.29479516,,
8120,0.3768945,,
8121,0.4242785,,
8122,0.498645,,
8123,0.5259566,,
8124,0.52628565,,
8125,0.4854828,,
8126,0.33576256,,
8127,0.19887537,,
8128,0.16350186,,
8129,0.21384741,,
8130,0.29644042,,
8131,0.3454697,,
8132,0.39894125,,
8133,0.4404022,,
8134,0.4629425,,
8135,0.43349206,,
8136,0.28262007,,
8137,0.14342944,,
8138,0.11364986,,
8139,0.1713992,,
8140,0.2809748,,
8141,0.34020483,,
8142,0.37969148,,
8143,0.42954338,,
8144,0.44155392,,
8145,0.3887405,,
8146,0.23128738,,
8147,0.10476535,,
8148,0.072517835,,
8149,0.12582494,,
8150,0.22240287,,
8151,0.2855816,,
8152,0.34744406,,
8153,0.39861217,,
8154,0.4135842,,
8155,0.38248846,,
8156,0.23227455,,
8157,0.101474784,,
8158,0.05392616,,
8159,0.10262648,,
8160,0.15033962,,
8161,0.15873054,,
8162,0.21269572,,
8163,0.25777638,,
8164,0.26106694,,
8165,0.22602248,,
8166,0.086009145,,
8167,-0.024060203,,
8168,-0.026034541,,
8169,0.07844085,,
8170,0.16662788,,
8171,0.2161508,,
8172,0.2873914,,
8173,0.33082673,,
8174,0.32885242,,
8175,0.28410083,,
8176,0.14688453,,
8177,-0.003165118,,
8178,-0.014353037,,
8179,0.06972086,,
8180,0.13684832,,
8181,0.1867003,,
8182,0.26304126,,
8183,0.2832782,,
8184,0.29002383,,
8185,0.24576584,,
8186,0.12648305,,
8187,0.004567708,,
8188,-0.02438926,,
8189,0.02250128,,
8190,0.117763065,,
8191,0.19064897,,
8192,0.24510773,,
8193,0.2816329,,
8194,0.29907286,,
8195,0.2508662,,
8196,0.09028687,,
8197,0.002264313,,
8198,-0.018137187,,
8199,0.02431109,,
8200,0.077782735,,
8201,0.1391517,,
8202,0.18127088,,
8203,0.24165264,,
8204,0.28854308,,
8205,0.22207381,,
8206,0.08765443,,
8207,-0.009746246,,
8208,-0.018137187,,
8209,0.043889944,,
8210,0.11200458,,
8211,0.18801653,,
8212,0.23902018,,
8213,0.27241936,,
8214,0.2798231,,
8215,0.2095697,,
8216,0.05392616,,
8217,-0.059104722,,
8218,-0.053839818,,
8219,-0.0048104,,
8220,0.07498576,,
8221,0.12714116,,
8222,0.17584145,,
8223,0.23342624,,
8224,0.20874704,,
8225,0.15231395,,
8226,-0.022743976,,
8227,-0.13643304,,
8228,-0.15140513,,
8229,-0.057788495,,
8230,0.002922426,,
8231,0.05639408,,
8232,0.112498164,,
8233,0.13750643,,
8234,0.16119847,,
8235,0.08979329,,
8236,-0.017972657,,
8237,-0.1222836,,
8238,-0.11784133,,
8239,-0.04890397,,
8240,0.027601654,,
8241,0.0916031,,
8242,0.11891476,,
8243,0.17419617,,
8244,0.16218564,,
8245,0.07942802,,
8246,-0.071115285,,
8247,-0.17197117,,
8248,-0.20306705,,
8249,-0.15453117,,
8250,-0.10105944,,
8251,-0.05630774,,
8252,-0.00020361,,
8253,0.046357866,,
8254,0.018388076,,
8255,-0.018466242,,
8256,-0.14383681,,
8257,-0.28566036,,
8258,-0.28286338,,
8259,-0.21211612,,
8260,-0.13018095,,
8261,-0.08345491,,
8262,-0.017479073,,
8263,0.027601654,,
8264,0.01707185,,
8265,-0.014682093,,
8266,-0.16950324,,
8267,-0.26706862,,
8268,-0.27348524,,
8269,-0.19862477,,
8270,-0.14416587,,
8271,-0.074899435,,
8272,-0.015175678,,
8273,0.053597104,,
8274,0.062481623,,
8275,0.039118625,,
8276,-0.15453117,,
8277,-0.2512739,,
8278,-0.24255389,,
8279,-0.15403758,,
8280,-0.13067454,,
8281,-0.09743982,,
8282,-0.058611136,,
8283,-0.06881189,,
8284,-0.097933404,,
8285,-0.12162548,,
8286,-0.28204075,,
8287,-0.41859952,,
8288,-0.389807,,
8289,-0.3077072,,
8290,-0.22692367,,
8291,-0.14614022,,
8292,-0.10286925,,
8293,-0.06387604,,
8294,-0.04380359,,
8295,-0.103362836,,
8296,-0.26641053,,
8297,-0.37680924,,
8298,-0.40148854,,
8299,-0.32218572,,
8300,-0.23169501,,
8301,-0.18875307,,
8302,-0.116360575,,
8303,-0.08345491,,
8304,-0.084771134,,
8305,-0.1599606,,
8306,-0.35739484,,
8307,-0.43225542,,
8308,-0.41136026,,
8309,-0.3318929,,
8310,-0.27216902,,
8311,-0.17542627,,
8312,-0.153544,,
8313,-0.10583076,,
8314,-0.067331135,,
8315,-0.15041795,,
8316,-0.3197178,,
8317,-0.41448632,,
8318,-0.44031733,,
8319,-0.35459787,,
8320,-0.26838487,,
8321,-0.22955613,,
8322,-0.16687079,,
8323,-0.16275758,,
8324,-0.12376435,,
8325,-0.21425499,,
8326,-0.34127104,,
8327,-0.41399273,,
8328,-0.42057386,,
8329,-0.3537752,,
8330,-0.24584445,,
8331,-0.23449199,,
8332,-0.14252059,,
8333,-0.12935832,,
8334,-0.12689039,,
8335,-0.20981272,,
8336,-0.34423256,,
8337,-0.50662243,,
8338,-0.47766536,,
8339,-0.38437754,,
8340,-0.37648016,,
8341,-0.3049102,,
8342,-0.23531464,,
8343,-0.23547916,,
8344,-0.17624891,,
8345,-0.27463695,,
8346,-0.4311037,,
8347,-0.54067993,,
8348,-0.552197,,
8349,-0.48934692,,
8350,-0.42550975,,
8351,-0.39408475,,
8352,-0.30606192,,
8353,-0.28056,,
8354,-0.25505805,,
8355,-0.31083325,,
8356,-0.47536197,,
8357,-0.5148489,,
8358,-0.4732231,,
8359,-0.39161682,,
8360,-0.24419917,,
8361,-0.20323157,,
8362,-0.16571909,,
8363,-0.093326606,,
8364,-0.069634534,,
8365,-0.1287002,,
8366,-0.24748974,,
8367,-0.32448912,,
8368,-0.2807245,,
8369,-0.17493269,,
8370,-0.10319831,,
8371,0.009009969,,
8372,0.04586428,,
8373,0.13289964,,
8374,0.22125117,,
8375,0.1361902,,
8376,-0.001355307,,
8377,-0.094971895,,
8378,-0.06436963,,
8379,0.031714857,,
8380,0.17682862,,
8381,0.23540057,,
8382,0.33329466,,
8383,0.39482805,,
8384,0.43760526,,
8385,0.4224687,,
8386,0.27225482,,
8387,0.19361047,,
8388,0.22947757,,
8389,0.30433777,,
8390,0.37837526,,
8391,0.46458778,,
8392,0.51954,,
8393,0.54800326,,
8394,0.5720243,,
8395,0.52513397,,
8396,0.36109984,,
8397,0.28064576,,
8398,0.3382305,,
8399,0.44829956,,
8400,0.4909122,,
8401,0.57580847,,
8402,0.60706866,,
8403,0.58535105,,
8404,0.5499776,,
8405,0.44731238,,
8406,0.3253973,,
8407,0.22569343,,
8408,0.2531696,,
8409,0.33921766,,
8410,0.4427056,,
8411,0.4884443,,
8412,0.59834874,,
8413,0.6355319,,
8414,0.6427711,,
8415,0.5779473,,
8416,0.43299848,,
8417,0.36504853,,
8418,0.37409756,,
8419,0.43990862,,
8420,0.52677923,,
8421,0.582225,,
8422,0.6072332,,
8423,0.65362996,,
8424,0.65922385,,
8425,0.58074427,,
8426,0.42510113,,
8427,0.3336237,,
8428,0.3436599,,
8429,0.41917816,,
8430,0.48317942,,
8431,0.56922734,,
8432,0.59818417,,
8433,0.6009812,,
8434,0.61167544,,
8435,0.51674306,,
8436,0.3555059,,
8437,0.2714322,,
8438,0.28196198,,
8439,0.34152105,,
8440,0.40502876,,
8441,0.47380134,,
8442,0.5002903,,
8443,0.49518993,,
8444,0.49469635,,
8445,0.37426206,,
8446,0.19887537,,
8447,0.097855166,,
8448,0.13207701,,
8449,0.21401195,,
8450,0.2632058,,
8451,0.33280107,,
8452,0.4040416,,
8453,0.39005673,,
8454,0.36340323,,
8455,0.26254767,,
8456,0.07893443,,
8457,-0.013859452,,
8458,0.03155033,,
8459,0.09226121,,
8460,0.111511,,
8461,0.16103394,,
8462,0.23243907,,
8463,0.2633703,,
8464,0.26896426,,
8465,0.17468975,,
8466,0.019210717,,
8467,-0.05745944,,
8468,-0.03574171,,
8469,0.049154844,,
8470,0.10641062,,
8471,0.15395923,,
8472,0.19624293,,
8473,0.21483459,,
8474,0.21598628,,
8475,0.10854949,,
8476,-0.029325105,,
8477,-0.08065793,,
8478,-0.057623968,,
8479,0.046357866,,
8480,0.1361902,,
8481,0.18653578,,
8482,0.22075759,,
8483,0.26616728,,
8484,0.2714322,,
8485,0.16893128,,
8486,0.02167864,,
8487,-0.040842082,,
8488,-0.029654162,,
8489,0.04405447,,
8490,0.11430797,,
8491,0.14655547,,
8492,0.17732221,,
8493,0.19147162,,
8494,0.19624293,,
8495,0.08321217,,
8496,-0.07210246,,
8497,-0.13939455,,
8498,-0.12689039,,
8499,-0.061737172,,
8500,0.005554877,,
8501,0.083705746,,
8502,0.14342944,,
8503,0.1608694,,
8504,0.15642715,,
8505,0.07761821,,
8506,-0.08065793,,
8507,-0.17147759,,
8508,-0.11701869,,
8509,-0.022743976,,
8510,0.032866556,,
8511,0.09143857,,
8512,0.15774338,,
8513,0.15363018,,
8514,0.12533136,,
8515,0.039283153,,
8516,-0.094971895,,
8517,-0.1755908,,
8518,-0.11504435,,
8519,0.007035631,,
8520,0.07498576,,
8521,0.13767095,,
8522,0.20101424,,
8523,0.20677271,,
8524,0.19673651,,
8525,0.07169519,,
8526,-0.09595906,,
8527,-0.18529798,,
8528,-0.16160588,,
8529,-0.080328874,,
8530,-0.016162846,,
8531,0.042902775,,
8532,0.09999403,,
8533,0.12319249,,
8534,0.14013888,,
8535,0.048332203,,
8536,-0.08658095,,
8537,-0.123270765,,
8538,-0.08937793,,
8539,0.000948087,,
8540,0.054913327,,
8541,0.09538724,,
8542,0.13372229,,
8543,0.17880297,,
8544,0.17880297,,
8545,0.054913327,,
8546,-0.07950623,,
8547,-0.13709114,,
8548,-0.12211907,,
8549,-0.051207364,,
8550,0.009339025,,
8551,0.07136614,,
8552,0.13092531,,
8553,0.15099773,,
8554,0.14622642,,
8555,0.02710807,,
8556,-0.12935832,,
8557,-0.20339611,,
8558,-0.15288587,,
8559,-0.058611136,,
8560,-0.006291154,,
8561,0.06577218,,
8562,0.12187626,,
8563,0.12056004,,
8564,0.08189594,,
8565,-0.050055668,,
8566,-0.22313952,,
8567,-0.29240605,,
8568,-0.20750932,,
8569,-0.110273026,,
8570,-0.06321793,,
8571,0.011642421,,
8572,0.08535103,,
8573,0.07531481,,
8574,0.048332203,,
8575,-0.058940195,,
8576,-0.21359687,,
8577,-0.28467318,,
8578,-0.22577198,,
8579,-0.12771304,,
8580,-0.07605114,,
8581,-0.02800888,,
8582,-0.008594549,,
8583,-0.026692655,,
8584,-0.040842082,,
8585,-0.14186247,,
8586,-0.25588068,,
8587,-0.303594,,
8588,-0.27595317,,
8589,-0.18842402,,
8590,-0.12557417,,
8591,-0.097933404,,
8592,-0.081151515,,
8593,-0.06864736,,
8594,-0.06914095,,
8595,-0.1900693,,
8596,-0.32646346,,
8597,-0.3662794,,
8598,-0.33979028,,
8599,-0.25489354,,
8600,-0.17197117,,
8601,-0.10615982,,
8602,-0.09661718,,
8603,-0.06206623,,
8604,-0.056472268,,
8605,-0.16407381,,
8606,-0.30556834,,
8607,-0.35212994,,
8608,-0.3106687,,
8609,-0.2275818,,
8610,-0.17131306,,
8611,-0.119322084,,
8612,-0.08361944,,
8613,-0.07457038,,
8614,-0.08592284,,
8615,-0.21162254,,
8616,-0.37927717,,
8617,-0.43603957,,
8618,-0.37796092,,
8619,-0.29010263,,
8620,-0.26492977,,
8621,-0.21968442,,
8622,-0.17641345,,
8623,-0.18694326,,
8624,-0.22215235,,
8625,-0.32596987,,
8626,-0.45940268,,
8627,-0.50333184,,
8628,-0.42485163,,
8629,-0.3337027,,
8630,-0.28269884,,
8631,-0.21688744,,
8632,-0.17246476,,
8633,-0.17542627,,
8634,-0.20931913,,
8635,-0.32810876,,
8636,-0.45709926,,
8637,-0.48671445,,
8638,-0.42501616,,
8639,-0.32432458,,
8640,-0.25736144,,
8641,-0.19813119,,
8642,-0.15815079,,
8643,-0.1367621,,
8644,-0.133307,,
8645,-0.26608148,,
8646,-0.4064244,,
8647,-0.45282152,,
8648,-0.4311037,,
8649,-0.35048464,,
8650,-0.28664753,,
8651,-0.26377806,,
8652,-0.24288294,,
8653,-0.21919084,,
8654,-0.22034253,,
8655,-0.35574955,,
8656,-0.47305855,,
8657,-0.49346015,,
8658,-0.45874456,,
8659,-0.36989903,,
8660,-0.29306415,,
8661,-0.25670335,,
8662,-0.23301123,,
8663,-0.20339611,,
8664,-0.21984896,,
8665,-0.3498265,,
8666,-0.48605633,,
8667,-0.5275176,,
8668,-0.47536197,,
8669,-0.39342663,,
8670,-0.3376514,,
8671,-0.2766113,,
8672,-0.24222483,,
8673,-0.2552226,,
8674,-0.28895095,,
8675,-0.4207384,,
8676,-0.58740616,,
8677,-0.6392328,,
8678,-0.56091696,,
8679,-0.4646676,,
8680,-0.41596708,,
8681,-0.3570658,,
8682,-0.31938872,,
8683,-0.3267925,,
8684,-0.34604236,,
8685,-0.47075516,,
8686,-0.6231089,,
8687,-0.6624314,,
8688,-0.620312,,
8689,-0.5447931,,
8690,-0.47684273,,
8691,-0.38256773,,
8692,-0.32218572,,
8693,-0.30178416,,
8694,-0.32958952,,
8695,-0.43998826,,
8696,-0.5380475,,
8697,-0.5416671,,
8698,-0.49806693,,
8699,-0.4120184,,
8700,-0.34653595,,
8701,-0.2887864,,
8702,-0.22922708,,
8703,-0.20092818,,
8704,-0.21754555,,
8705,-0.3503201,,
8706,-0.42271274,,
8707,-0.41827047,,
8708,-0.37829,,
8709,-0.26246184,,
8710,-0.14235605,,
8711,-0.07440585,,
8712,-0.041829254,,
8713,-0.01221417,,
8714,-0.014846621,,
8715,-0.13824286,,
