Time (Seconds),Amplitude (Volts),Time (Seconds)
23654,-0.07950623,
23655,-0.05466246,
23656,-0.020934166,
23657,0.009668082,
23658,0.042080134,
23659,0.06396238,
23660,0.07136614,
23661,0.04767409,
23662,0.01081978,
23663,-0.028502464,
23664,-0.035577178,
23665,-0.016985489,
23666,0.011806949,
23667,0.05211635,
23668,0.0799216,
23669,0.103120066,
23670,0.09522272,
23671,0.060507286,
23672,0.022830337,
23673,-0.017314544,
23674,-0.027350767,
23675,-0.015998319,
23676,0.013452231,
23677,0.057710305,
23678,0.092754796,
23679,0.10723326,
23680,0.102132894,
23681,0.06708841,
23682,0.030234104,
23683,-0.00201342,
23684,-0.009910774,
23685,-0.000532666,
23686,0.023817506,
23687,0.06100087,
23688,0.08617367,
23689,0.10427176,
23690,0.10937213,
23691,0.08090877,
23692,0.036486175,
23693,0.004896764,
23694,-0.001519836,
23695,0.010326195,
23696,0.03977674,
23697,0.07679557,
23698,0.090451404,
23699,0.108055905,
23700,0.114143446,
23701,0.08090877,
23702,0.03352467,
23703,0.007693744,
23704,0.0080228,
23705,0.021185055,
23706,0.046357866,
23707,0.08123783,
23708,0.097197056,
23709,0.11661137,
23710,0.11611778,
23711,0.082389526,
23712,0.032208443,
23713,-0.004645872,
23714,-0.009088133,
23715,0.005390349,
23716,0.03582806,
23717,0.06988539,
23718,0.0945646,
23719,0.10394271,
23720,0.10427176,
23721,0.07844085,
23722,0.03319561,
23723,-0.004974928,
23724,-0.013036811,
23725,0.006871103,
23726,0.03977674,
23727,0.072682366,
23728,0.09686799,
23729,0.118421175,
23730,0.10723326,
23731,0.07235331,
23732,0.030398633,
23733,-0.003165118,
23734,-0.011062472,
23735,0.001770729,
23736,0.029246936,
23737,0.06100087,
23738,0.08584461,
23739,0.10542346,
23740,0.097690634,
23741,0.06708841,
23742,0.02431109,
23743,-0.006784739,
23744,-0.01221417,
23745,0.00259337,
23746,0.036321647,
23747,0.070378974,
23748,0.082224995,
23749,0.09653894,
23750,0.1009812,
23751,0.068240106,
23752,0.014274872,
23753,-0.021756807,
23754,-0.025540957,
23755,-0.008923605,
23756,0.011148836,
23757,0.056065027,
23758,0.07498576,
23759,0.09686799,
23760,0.1050944,
23761,0.076960094,
23762,0.033689197,
23763,0.007693744,
23764,0.009009969,
23765,0.017400907,
23766,0.042902775,
23767,0.08206047,
23768,0.10492987,
23769,0.12105362,
23770,0.121382676,
23771,0.08979329,
23772,0.044712584,
23773,0.013945815,
23774,0.01526204,
23775,0.03697976,
23776,0.05655861,
23777,0.07811179,
23778,0.101474784,
23779,0.118421175,
23780,0.108220436,
23781,0.07531481,
23782,0.024969203,
23783,-0.013201339,
23784,-0.020111525,
23785,0.001770729,
23786,0.022172224,
23787,0.04767409,
23788,0.081402354,
23789,0.104436286,
23790,0.09374196,
23791,0.051951822,
23792,-0.000861723,
23793,-0.045613404,
23794,-0.05071378,
23795,-0.029489635,
23796,-0.000532666,
23797,0.031221274,
23798,0.059355587,
23799,0.08255405,
23800,0.07909896,
23801,0.03434731,
23802,-0.019946996,
23803,-0.049068496,
23804,-0.05252359,
23805,-0.03574171,
23806,-0.004645872,
23807,0.030234104,
23808,0.055735968,
23809,0.075643875,
23810,0.07827632,
23811,0.034511838,
23812,-0.016491903,
23813,-0.04018397,
23814,-0.031463973,
23815,-0.016656432,
23816,0.010984308,
23817,0.03516995,
23818,0.049648426,
23819,0.0693918,
23820,0.082224995,
23821,0.055077855,
23822,0.001935257,
23823,-0.034260955,
23824,-0.036728878,
23825,-0.02142775,
23826,0.005719405,
23827,0.03697976,
23828,0.060342755,
23829,0.082389526,
23830,0.07844085,
23831,0.041257493,
23832,-0.009252662,
23833,-0.04117114,
23834,-0.04018397,
23835,-0.016656432,
23836,0.00440318,
23837,0.025956372,
23838,0.05376163,
23839,0.077124625,
23840,0.07399859,
23841,0.037802402,
23842,-0.007113795,
23843,-0.052030005,
23844,-0.054004345,
23845,-0.035248123,
23846,-0.015504735,
23847,0.013452231,
23848,0.042573716,
23849,0.06955633,
23850,0.06281068,
23851,0.019539773,
23852,-0.032944728,
23853,-0.06371152,
23854,-0.062724344,
23855,-0.05252359,
23856,-0.042487368,
23857,-0.029983219,
23858,-0.012378698,
23859,0.002428841,
23860,-0.003165118,
23861,-0.061408117,
23862,-0.12162548,
23863,-0.15864436,
23864,-0.16144136,
23865,-0.14992437,
23866,-0.12047379,
23867,-0.08773264,
23868,-0.07160887,
23869,-0.058940195,
23870,-0.06091453,
23871,-0.10451453,
23872,-0.16588362,
23873,-0.19796667,
23874,-0.19813119,
23875,-0.18102023,
23876,-0.1413689,
23877,-0.10977944,
23878,-0.09661718,
23879,-0.082632266,
23880,-0.08970699,
23881,-0.1275485,
23882,-0.17641345,
23883,-0.20537044,
23884,-0.20635761,
23885,-0.19155006,
23886,-0.16473192,
23887,-0.13577493,
23888,-0.112411894,
23889,-0.09052963,
23890,-0.09069415,
23891,-0.123435296,
23892,-0.17180665,
23893,-0.2050414,
23894,-0.20438328,
23895,-0.17970401,
23896,-0.1599606,
23897,-0.12557417,
23898,-0.09447831,
23899,-0.080986984,
23900,-0.09842699,
23901,-0.133307,
23902,-0.17378098,
23903,-0.20866102,
23904,-0.21079989,
23905,-0.1848044,
23906,-0.16259305,
23907,-0.13528134,
23908,-0.11043756,
23909,-0.085758306,
23910,-0.088555284,
23911,-0.12820663,
23912,-0.1790459,
23913,-0.21557121,
23914,-0.21935537,
23915,-0.19944742,
23916,-0.16785796,
23917,-0.13544586,
23918,-0.117183216,
23919,-0.10599529,
23920,-0.109614916,
23921,-0.15058248,
23922,-0.2022444,
23923,-0.22840443,
23924,-0.23185953,
23925,-0.21211612,
23926,-0.17591986,
23927,-0.14975984,
23928,-0.13890097,
23929,-0.12705491,
23930,-0.1275485,
23931,-0.16736437,
23932,-0.21869725,
23933,-0.24238937,
23934,-0.2351501,
23935,-0.21754555,
23936,-0.18431081,
23937,-0.15782173,
23938,-0.1367621,
23939,-0.12063831,
23940,-0.12129643,
23941,-0.1588089,
23942,-0.20997724,
23943,-0.24387011,
23944,-0.2397569,
23945,-0.21129347,
23946,-0.17871684,
23947,-0.15124059,
23948,-0.12952285,
23949,-0.10681793,
23950,-0.113234535,
23951,-0.15124059,
23952,-0.20290253,
23953,-0.23761803,
23954,-0.23465651,
23955,-0.21129347,
23956,-0.18332364,
23957,-0.14943078,
23958,-0.11833492,
23959,-0.098591514,
23960,-0.10977944,
23961,-0.14696285,
23962,-0.18677872,
23963,-0.2241267,
23964,-0.22215235,
23965,-0.191221,
23966,-0.15847984,
23967,-0.13462323,
23968,-0.11438624,
23969,-0.0915168,
23970,-0.091845855,
23971,-0.133307,
23972,-0.18463986,
23973,-0.20997724,
23974,-0.2050414,
23975,-0.1894112,
23976,-0.16078325,
23977,-0.1263968,
23978,-0.10533718,
23979,-0.09069415,
23980,-0.09924963,
23981,-0.1443304,
23982,-0.19286628,
23983,-0.21392593,
23984,-0.21293876,
23985,-0.19385345,
23986,-0.1565055,
23987,-0.119651146,
23988,-0.10435001,
23989,-0.08773264,
23990,-0.08707453,
23991,-0.12146095,
23992,-0.16423833,
23993,-0.1877659,
23994,-0.1992829,
23995,-0.18595609,
23996,-0.15173417,
23997,-0.11471529,
23998,-0.096452646,
23999,-0.07917717,
24000,-0.08329038,
24001,-0.1153734,
24002,-0.15798625,
24003,-0.19056289,
24004,-0.19039835,
24005,-0.16719985,
24006,-0.14038172,
24007,-0.11586699,
24008,-0.09233944,
24009,-0.06864736,
24010,-0.08131604,
24011,-0.11586699,
24012,-0.16160588,
24013,-0.20339611,
24014,-0.19911836,
24015,-0.16440287,
24016,-0.13495228,
24017,-0.10747605,
24018,-0.07835453,
24019,-0.055320572,
24020,-0.06683755,
24021,-0.09826246,
24022,-0.14646927,
24023,-0.18562703,
24024,-0.19270176,
24025,-0.1767425,
24026,-0.14153342,
24027,-0.10122397,
24028,-0.07473491,
24029,-0.063382454,
24030,-0.07127982,
24031,-0.111753784,
24032,-0.16325116,
24033,-0.18283005,
24034,-0.17970401,
24035,-0.16555457,
24036,-0.13692662,
24037,-0.106324345,
24038,-0.09085868,
24039,-0.06979906,
24040,-0.06831831,
24041,-0.106488876,
24042,-0.15551834,
24043,-0.17279382,
24044,-0.16571909,
24045,-0.15782173,
24046,-0.12310624,
24047,-0.08378397,
24048,-0.06091453,
24049,-0.047258686,
24050,-0.057623968,
24051,-0.094807364,
24052,-0.13577493,
24053,-0.16325116,
24054,-0.1645674,
24055,-0.15156965,
24056,-0.122448124,
24057,-0.085593775,
24058,-0.06124359,
24059,-0.046271518,
24060,-0.06206623,
24061,-0.09398472,
24062,-0.12886474,
24063,-0.16078325,
24064,-0.16127683,
24065,-0.13939455,
24066,-0.11422171,
24067,-0.07917717,
24068,-0.047423214,
24069,-0.026528126,
24070,-0.041006614,
24071,-0.07127982,
24072,-0.112576425,
24073,-0.14169794,
24074,-0.13412964,
24075,-0.10599529,
24076,-0.0770383,
24077,-0.04709416,
24078,-0.021756807,
24079,0.000125446,
24080,-0.003987759,
24081,-0.04495529,
24082,-0.09233944,
24083,-0.11668963,
24084,-0.111753784,
24085,-0.09447831,
24086,-0.058775663,
24087,-0.027844353,
24088,-0.012543227,
24089,0.004896764,
24090,0.002264313,
24091,-0.04594246,
24092,-0.097933404,
24093,-0.11849944,
24094,-0.11668963,
24095,-0.1078051,
24096,-0.07095076,
24097,-0.033438314,
24098,-0.015504735,
24099,-0.005797569,
24100,-0.013036811,
24101,-0.0554851,
24102,-0.10418548,
24103,-0.1263968,
24104,-0.12376435,
24105,-0.10122397,
24106,-0.058940195,
24107,-0.024060203,
24108,-0.006126626,
24109,0.007858272,
24110,-0.00201342,
24111,-0.038045105,
24112,-0.08296132,
24113,-0.11109567,
24114,-0.10369189,
24115,-0.06782472,
24116,-0.032944728,
24117,-0.007442852,
24118,0.017236378,
24119,0.03599259,
24120,0.025462788,
24121,-0.004316815,
24122,-0.04495529,
24123,-0.08131604,
24124,-0.0793417,
24125,-0.049891137,
24126,-0.026199069,
24127,0.005554877,
24128,0.040763907,
24129,0.0641269,
24130,0.048003145,
24131,0.00621299,
24132,-0.048245855,
24133,-0.081974156,
24134,-0.06469868,
24135,-0.031134916,
24136,-0.0048104,
24137,0.018388076,
24138,0.039941266,
24139,0.061494455,
24140,0.053103518,
24141,0.003745067,
24142,-0.044790763,
24143,-0.05630774,
24144,-0.04956208,
24145,-0.04331001,
24146,-0.012543227,
24147,0.027766183,
24148,0.04685145,
24149,0.06100087,
24150,0.06379785,
24151,0.01624921,
24152,-0.038867746,
24153,-0.060750004,
24154,-0.06255981,
24155,-0.047423214,
24156,-0.010897944,
24157,0.022665808,
24158,0.045699753,
24159,0.06396238,
24160,0.056723136,
24161,0.00621299,
24162,-0.04331001,
24163,-0.067331135,
24164,-0.057788495,
24165,-0.03952586,
24166,-0.002342477,
24167,0.028424295,
24168,0.055406913,
24169,0.07153067,
24170,0.058862004,
24171,0.020526942,
24172,-0.032286614,
24173,-0.06782472,
24174,-0.059927363,
24175,-0.036893405,
24176,-0.010733415,
24177,0.026614485,
24178,0.054419745,
24179,0.06906275,
24180,0.043560885,
24181,0.003580539,
24182,-0.0467651,
24183,-0.08016434,
24184,-0.071115285,
24185,-0.04331001,
24186,-0.010733415,
24187,0.023652978,
24188,0.052280877,
24189,0.071859725,
24190,0.051787294,
24191,0.011313364,
24192,-0.030970389,
24193,-0.058117554,
24194,-0.055814154,
24195,-0.041993782,
24196,-0.014353037,
24197,0.017400907,
24198,0.049154844,
24199,0.07235331,
24200,0.07169519,
24201,0.02513373,
24202,-0.028502464,
24203,-0.052359063,
24204,-0.051042836,
24205,-0.038703214,
24206,-0.005468513,
24207,0.025627317,
24208,0.04142202,
24209,0.0547488,
24210,0.045699753,
24211,-0.005468513,
24212,-0.056143213,
24213,-0.078025475,
24214,-0.0729251,
24215,-0.051865477,
24216,-0.01682096,
24217,0.011148836,
24218,0.021185055,
24219,0.032043915,
24220,0.015591097,
24221,-0.039854914,
24222,-0.09513642,
24223,-0.12047379,
24224,-0.1176768,
24225,-0.10500812,
24226,-0.0827968,
24227,-0.052030005,
24228,-0.029818691,
24229,-0.02142775,
24230,-0.046600573,
24231,-0.088719815,
24232,-0.14021719,
24233,-0.17049041,
24234,-0.16193494,
24235,-0.1367621,
24236,-0.116525106,
24237,-0.084935665,
24238,-0.049068496,
24239,-0.030476803,
24240,-0.046929628,
24241,-0.08361944,
24242,-0.13709114,
24243,-0.17147759,
24244,-0.1691742,
24245,-0.14795002,
24246,-0.11899303,
24247,-0.08329038,
24248,-0.05729491,
24249,-0.041664723,
24250,-0.056143213,
24251,-0.102540195,
24252,-0.14975984,
24253,-0.16325116,
24254,-0.15782173,
24255,-0.14581116,
24256,-0.11603152,
24257,-0.08329038,
24258,-0.06634396,
24259,-0.048245855,
24260,-0.056801327,
24261,-0.10681793,
24262,-0.1553538,
24263,-0.17131306,
24264,-0.16226399,
24265,-0.14696285,
24266,-0.11142473,
24267,-0.08246774,
24268,-0.062395286,
24269,-0.04972661,
24270,-0.063382454,
24271,-0.10599529,
24272,-0.15041795,
24273,-0.16966778,
24274,-0.16440287,
24275,-0.14071077,
24276,-0.10451453,
24277,-0.080328874,
24278,-0.062888876,
24279,-0.04495529,
24280,-0.051536422,
24281,-0.09349114,
24282,-0.14169794,
24283,-0.16440287,
24284,-0.14795002,
24285,-0.12425794,
24286,-0.09974322,
24287,-0.06848283,
24288,-0.0403485,
24289,-0.021756807,
24290,-0.04133567,
24291,-0.078848116,
24292,-0.12672587,
24293,-0.15847984,
24294,-0.1495953,
24295,-0.122448124,
24296,-0.09595906,
24297,-0.06700208,
24298,-0.035083596,
24299,-0.026363598,
24300,-0.04511982,
24301,-0.08246774,
24302,-0.13018095,
24303,-0.15930249,
24304,-0.15222776,
24305,-0.12162548,
24306,-0.088061705,
24307,-0.05630774,
24308,-0.031134916,
24309,-0.018795298,
24310,-0.03574171,
24311,-0.078848116,
24312,-0.12623228,
24313,-0.14350776,
24314,-0.13840738,
24315,-0.12705491,
24316,-0.08904887,
24317,-0.056801327,
24318,-0.03656435,
24319,-0.019124355,
24320,-0.028831521,
24321,-0.07588661,
24322,-0.12623228,
24323,-0.14910172,
24324,-0.14696285,
24325,-0.12590322,
24326,-0.08345491,
24327,-0.04972661,
24328,-0.035577178,
24329,-0.03376737,
24330,-0.0543334,
24331,-0.10056586,
24332,-0.13955908,
24333,-0.15222776,
24334,-0.14054625,
24335,-0.117183216,
24336,-0.088555284,
24337,-0.055649627,
24338,-0.029983219,
24339,-0.019946996,
24340,-0.03376737,
24341,-0.091023214,
24342,-0.13725568,
24343,-0.15946701,
24344,-0.14071077,
24345,-0.114879824,
24346,-0.09414925,
24347,-0.067166604,
24348,-0.043145478,
24349,-0.027679823,
24350,-0.044297177,
24351,-0.08213868,
24352,-0.12310624,
24353,-0.15453117,
24354,-0.15041795,
24355,-0.13149719,
24356,-0.09924963,
24357,-0.06617944,
24358,-0.033931896,
24359,-0.021756807,
24360,-0.046106987,
24361,-0.08970699,
24362,-0.1303455,
24363,-0.15305041,
24364,-0.15436663,
24365,-0.12952285,
24366,-0.091845855,
24367,-0.06897642,
24368,-0.054826986,
24369,-0.039854914,
24370,-0.055649627,
24371,-0.10319831,
24372,-0.15173417,
24373,-0.17147759,
24374,-0.16900966,
24375,-0.14827909,
24376,-0.109450385,
24377,-0.08148057,
24378,-0.067166604,
24379,-0.052852646,
24380,-0.06881189,
24381,-0.116525106,
24382,-0.16094777,
24383,-0.17772967,
24384,-0.16539003,
24385,-0.13824286,
24386,-0.100236796,
24387,-0.06930547,
24388,-0.0543334,
24389,-0.03656435,
24390,-0.060750004,
24391,-0.11422171,
24392,-0.16094777,
24393,-0.17822325,
24394,-0.16423833,
24395,-0.1385719,
24396,-0.09974322,
24397,-0.06798925,
24398,-0.052359063,
24399,-0.05071378,
24400,-0.07687378,
24401,-0.115537934,
24402,-0.15518928,
24403,-0.17756514,
24404,-0.16390929,
24405,-0.1321553,
24406,-0.099414155,
24407,-0.075722076,
24408,-0.049891137,
24409,-0.03459001,
24410,-0.05071378,
24411,-0.088719815,
24412,-0.1385719,
24413,-0.17147759,
24414,-0.16275758,
24415,-0.12902926,
24416,-0.09924963,
24417,-0.07308963,
24418,-0.050384723,
24419,-0.031134916,
24420,-0.053181704,
24421,-0.09743982,
24422,-0.14630474,
24423,-0.16851607,
24424,-0.15913795,
24425,-0.14103983,
24426,-0.11076661,
24427,-0.07983529,
24428,-0.050384723,
24429,-0.03459001,
24430,-0.061079063,
24431,-0.11586699,
24432,-0.1588089,
24433,-0.17641345,
24434,-0.17295834,
24435,-0.15255682,
24436,-0.109285854,
24437,-0.07967076,
24438,-0.06864736,
24439,-0.055649627,
24440,-0.06766019,
24441,-0.11619605,
24442,-0.15486021,
24443,-0.17295834,
24444,-0.16703533,
24445,-0.14449492,
24446,-0.10303378,
24447,-0.06947,
24448,-0.044461705,
24449,-0.03639982,
24450,-0.056472268,
24451,-0.10155302,
24452,-0.1449885,
24453,-0.16736437,
24454,-0.16275758,
24455,-0.14153342,
24456,-0.11158925,
24457,-0.08394849,
24458,-0.061079063,
24459,-0.04594246,
24460,-0.055156045,
24461,-0.091023214,
24462,-0.1339651,
24463,-0.15683456,
24464,-0.14827909,
24465,-0.12129643,
24466,-0.09661718,
24467,-0.070457175,
24468,-0.048081327,
24469,-0.03491907,
24470,-0.06255981,
24471,-0.110273026,
24472,-0.15486021,
24473,-0.17114852,
24474,-0.15058248,
24475,-0.12063831,
24476,-0.09661718,
24477,-0.077367365,
24478,-0.059762836,
24479,-0.04413265,
24480,-0.065850385,
24481,-0.11701869,
24482,-0.15634097,
24483,-0.16407381,
24484,-0.15222776,
24485,-0.13626851,
24486,-0.10385642,
24487,-0.08230321,
24488,-0.06519227,
24489,-0.048081327,
24490,-0.06864736,
24491,-0.1257387,
24492,-0.17147759,
24493,-0.18233646,
24494,-0.16687079,
24495,-0.14301418,
24496,-0.10846321,
24497,-0.07983529,
24498,-0.06798925,
24499,-0.05466246,
24500,-0.06601491,
24501,-0.109614916,
24502,-0.15732814,
24503,-0.17312287,
24504,-0.15847984,
24505,-0.13659756,
24506,-0.10829869,
24507,-0.074241325,
24508,-0.046106987,
24509,-0.038703214,
24510,-0.057953022,
24511,-0.098591514,
24512,-0.1431787,
24513,-0.16950324,
24514,-0.15584739,
24515,-0.13018095,
24516,-0.10303378,
24517,-0.075063966,
24518,-0.049233027,
24519,-0.03261567,
24520,-0.052030005,
24521,-0.08839076,
24522,-0.13199078,
24523,-0.15716362,
24524,-0.14729191,
24525,-0.12195454,
24526,-0.09217491,
24527,-0.06223076,
24528,-0.03623529,
24529,-0.016162846,
24530,-0.035248123,
24531,-0.0770383,
24532,-0.12195454,
24533,-0.13939455,
24534,-0.13149719,
24535,-0.11389265,
24536,-0.07670925,
24537,-0.03656435,
24538,-0.009252662,
24539,0.005225821,
24540,-0.02142775,
24541,-0.07374774,
24542,-0.11520888,
24543,-0.1321553,
24544,-0.118828505,
24545,-0.0851002,
24546,-0.050384723,
24547,-0.02718624,
24548,-0.011062472,
24549,0.008187328,
24550,-0.00300059,
24551,-0.059927363,
24552,-0.10122397,
24553,-0.11438624,
24554,-0.10040133,
24555,-0.07654472,
24556,-0.041993782,
24557,-0.017314544,
24558,0.006542047,
24559,0.02167864,
24560,-0.002671533,
24561,-0.052688118,
24562,-0.09382019,
24563,-0.10994397,
24564,-0.09069415,
24565,-0.06436963,
24566,-0.036893405,
24567,-0.009088133,
24568,0.015591097,
24569,0.024969203,
24570,-0.004316815,
24571,-0.04758774,
24572,-0.091845855,
24573,-0.115537934,
24574,-0.10040133,
24575,-0.080328874,
24576,-0.059927363,
24577,-0.033931896,
24578,-0.011885113,
24579,-0.006291154,
24580,-0.028502464,
24581,-0.07950623,
24582,-0.12853567,
24583,-0.1466338,
24584,-0.13380058,
24585,-0.11142473,
24586,-0.07374774,
24587,-0.042487368,
24588,-0.022250392,
24589,-0.013201339,
24590,-0.037057932,
24591,-0.08526472,
24592,-0.13725568,
24593,-0.15041795,
24594,-0.13478775,
24595,-0.11093114,
24596,-0.0770383,
24597,-0.049891137,
24598,-0.02422473,
24599,-0.010239831,
24600,-0.035906237,
24601,-0.09447831,
24602,-0.13758473,
24603,-0.14795002,
24604,-0.13577493,
24605,-0.11191831,
24606,-0.07654472,
24607,-0.045613404,
24608,-0.024718314,
24609,-0.01682096,
24610,-0.04380359,
24611,-0.094971895,
24612,-0.13314247,
24613,-0.14877267,
24614,-0.13018095,
24615,-0.109614916,
24616,-0.07374774,
24617,-0.042651895,
24618,-0.02142775,
24619,-0.011391529,
24620,-0.039690387,
24621,-0.08444208,
24622,-0.12508059,
24623,-0.13593945,
24624,-0.1135636,
24625,-0.08542925,
24626,-0.06453416,
24627,-0.042651895,
24628,-0.01682096,
24629,0.002099785,
24630,-0.020934166,
24631,-0.06766019,
24632,-0.11109567,
24633,-0.12837115,
24634,-0.116525106,
24635,-0.09233944,
24636,-0.061572645,
24637,-0.0327802,
24638,-0.012543227,
24639,-0.004974928,
24640,-0.026363598,
24641,-0.07391227,
24642,-0.1153734,
24643,-0.1367621,
24644,-0.12162548,
24645,-0.09842699,
24646,-0.07095076,
24647,-0.04380359,
24648,-0.019453412,
24649,-0.006949267,
24650,-0.030312276,
24651,-0.07687378,
24652,-0.11833492,
24653,-0.13380058,
24654,-0.12425794,
24655,-0.092668496,
24656,-0.050384723,
24657,-0.026857182,
24658,-0.005797569,
24659,0.006048462,
24660,-0.016985489,
24661,-0.060585476,
24662,-0.09299755,
24663,-0.10747605,
24664,-0.0990851,
24665,-0.07769642,
24666,-0.041829254,
24667,-0.019946996,
24668,-0.0048104,
24669,0.005883934,
24670,-0.012707754,
24671,-0.057788495,
24672,-0.10221114,
24673,-0.11619605,
24674,-0.10352737,
24675,-0.074241325,
24676,-0.039854914,
24677,-0.011227001,
24678,0.008680913,
24679,0.015920153,
24680,-0.009581719,
24681,-0.0554851,
24682,-0.101882085,
24683,-0.122448124,
24684,-0.112411894,
24685,-0.088061705,
24686,-0.05252359,
24687,-0.026692655,
24688,-0.007771908,
24689,-3.91E-05,
24690,-0.018630771,
24691,-0.06255981,
24692,-0.10764057,
24693,-0.12392888,
24694,-0.109450385,
24695,-0.0827968,
24696,-0.052359063,
24697,-0.026857182,
24698,-0.008100964,
24699,-0.005797569,
24700,-0.033438314,
24701,-0.07325415,
24702,-0.114879824,
24703,-0.12837115,
24704,-0.11389265,
24705,-0.088061705,
24706,-0.0566368,
24707,-0.035083596,
24708,-0.016491903,
24709,-0.006784739,
24710,-0.017972657,
24711,-0.06897642,
24712,-0.1089568,
24713,-0.123270765,
24714,-0.11093114,
24715,-0.08394849,
24716,-0.05087831,
24717,-0.030970389,
24718,-0.014846621,
24719,-0.004152287,
24720,-0.026363598,
24721,-0.069634534,
24722,-0.11142473,
24723,-0.13166171,
24724,-0.12359983,
24725,-0.09760434,
24726,-0.062724344,
24727,-0.03738699,
24728,-0.022085864,
24729,-0.014353037,
24730,-0.040513027,
24731,-0.08658095,
24732,-0.13248436,
24733,-0.14383681,
24734,-0.13429417,
24735,-0.11060208,
24736,-0.0752285,
24737,-0.038209632,
24738,-0.006784739,
24739,0.00341601,
24740,-0.024882844,
24741,-0.07588661,
24742,-0.12277718,
24743,-0.13923001,
24744,-0.12705491,
24745,-0.10319831,
24746,-0.065850385,
24747,-0.03656435,
24748,-0.018795298,
24749,-0.021263223,
24750,-0.05170095,
24751,-0.09743982,
24752,-0.13758473,
24753,-0.1495953,
24754,-0.12689039,
24755,-0.10155302,
24756,-0.071937926,
24757,-0.048574913,
24758,-0.029654162,
24759,-0.021263223,
24760,-0.041993782,
24761,-0.082632266,
24762,-0.12195454,
24763,-0.14087531,
24764,-0.1310036,
24765,-0.10319831,
24766,-0.06749567,
24767,-0.045613404,
24768,-0.031463973,
24769,-0.026363598,
24770,-0.05351076,
24771,-0.09892057,
24772,-0.13166171,
24773,-0.14762096,
24774,-0.13873644,
24775,-0.113234535,
24776,-0.0770383,
24777,-0.05449793,
24778,-0.03195756,
24779,-0.021098694,
24780,-0.04331001,
24781,-0.08937793,
24782,-0.13363606,
24783,-0.14992437,
24784,-0.13577493,
24785,-0.10286925,
24786,-0.0717734,
24787,-0.05334623,
24788,-0.04133567,
24789,-0.04215831,
24790,-0.06864736,
24791,-0.11093114,
24792,-0.15058248,
24793,-0.15930249,
24794,-0.1449885,
24795,-0.11981567,
24796,-0.080986984,
24797,-0.05828208,
24798,-0.041664723,
24799,-0.03491907,
24800,-0.061572645,
24801,-0.11274095,
24802,-0.15206324,
24803,-0.16818702,
24804,-0.15568286,
24805,-0.12968737,
24806,-0.09135227,
24807,-0.064205095,
24808,-0.048245855,
24809,-0.042816423,
24810,-0.06831831,
24811,-0.11800586,
24812,-0.15518928,
24813,-0.1691742,
24814,-0.15255682,
24815,-0.13429417,
24816,-0.10796963,
24817,-0.09003604,
24818,-0.06601491,
24819,-0.060256418,
24820,-0.092668496,
24821,-0.1339651,
24822,-0.17312287,
24823,-0.18496892,
24824,-0.17230023,
24825,-0.15041795,
24826,-0.11504435,
24827,-0.09003604,
24828,-0.07144434,
24829,-0.06486321,
24830,-0.09382019,
24831,-0.14054625,
24832,-0.17723608,
24833,-0.18710779,
24834,-0.17081948,
24835,-0.15206324,
24836,-0.12475152,
24837,-0.097933404,
24838,-0.07588661,
24839,-0.070457175,
24840,-0.09760434,
24841,-0.14564663,
24842,-0.18365268,
24843,-0.19500515,
24844,-0.17361645,
24845,-0.14350776,
24846,-0.105501704,
24847,-0.08444208,
24848,-0.059104722,
24849,-0.055156045,
24850,-0.08839076,
24851,-0.14153342,
24852,-0.17822325,
24853,-0.18694326,
24854,-0.17460363,
24855,-0.15189871,
24856,-0.114057176,
24857,-0.0827968,
24858,-0.065850385,
24859,-0.063382454,
24860,-0.09431378,
24861,-0.14581116,
24862,-0.1808557,
24863,-0.18924665,
24864,-0.17147759,
24865,-0.14564663,
24866,-0.1101085,
24867,-0.07901265,
24868,-0.056143213,
24869,-0.0543334,
24870,-0.0915168,
24871,-0.14910172,
24872,-0.19253723,
24873,-0.19665045,
24874,-0.16785796,
24875,-0.13067454,
24876,-0.098756045,
24877,-0.078683585,
24878,-0.0752285,
24879,-0.07621566,
24880,-0.09711076,
24881,-0.13692662,
24882,-0.16950324,
24883,-0.1801976,
24884,-0.16719985,
24885,-0.14614022,
24886,-0.11208284,
24887,-0.078683585,
24888,-0.060256418,
24889,-0.05367529,
24890,-0.08329038,
24891,-0.13758473,
24892,-0.17690702,
24893,-0.18743685,
24894,-0.16785796,
24895,-0.14219153,
24896,-0.114057176,
24897,-0.084935665,
24898,-0.059598308,
24899,-0.05367529,
24900,-0.08691,
24901,-0.14334323,
24902,-0.18381722,
24903,-0.19023383,
24904,-0.16703533,
24905,-0.13445869,
24906,-0.099578686,
24907,-0.077860944,
24908,-0.05828208,
24909,-0.055649627,
24910,-0.08970699,
24911,-0.14301418,
24912,-0.17180665,
24913,-0.18233646,
24914,-0.17114852,
24915,-0.14449492,
24916,-0.11043756,
24917,-0.09530095,
24918,-0.07819001,
24919,-0.077202834,
24920,-0.108627744,
24921,-0.15370852,
24922,-0.18579157,
24923,-0.1877659,
24924,-0.17707156,
24925,-0.15255682,
24926,-0.11619605,
24927,-0.08970699,
24928,-0.071937926,
24929,-0.07325415,
24930,-0.10681793,
24931,-0.15749267,
24932,-0.19796667,
24933,-0.20158629,
24934,-0.18381722,
24935,-0.15815079,
24936,-0.13001643,
24937,-0.10073038,
24938,-0.077367365,
24939,-0.078025475,
24940,-0.11208284,
24941,-0.15584739,
24942,-0.19829573,
24943,-0.21112895,
