Time (Seconds),Amplitude (Volts),,Time (Seconds),,,Amplitude (Volts)
10954,0.10467906,,,,,-0.10467906
10955,0.11307001,,,,,-0.11307001
10956,0.11520888,,,,,-0.11520888
10957,0.119651146,,,,,-0.119651146
10958,0.1211319,,,,,-0.1211319
10959,0.11915756,,,,,-0.11915756
10960,0.120144725,,,,,-0.120144725
10961,0.12277718,,,,,-0.12277718
10962,0.12853567,,,,,-0.12853567
10963,0.14005266,,,,,-0.14005266
10964,0.15831532,,,,,-0.15831532
10965,0.1599606,,,,,-0.1599606
10966,0.15469569,,,,,-0.15469569
10967,0.15189871,,,,,-0.15189871
10968,0.14581116,,,,,-0.14581116
10969,0.13939455,,,,,-0.13939455
10970,0.15156965,,,,,-0.15156965
10971,0.16061871,,,,,-0.16061871
10972,0.15749267,,,,,-0.15749267
10973,0.14630474,,,,,-0.14630474
10974,0.1413689,,,,,-0.1413689
10975,0.13955908,,,,,-0.13955908
10976,0.13018095,,,,,-0.13018095
10977,0.124093406,,,,,-0.124093406
10978,0.13528134,,,,,-0.13528134
10979,0.13906549,,,,,-0.13906549
10980,0.13659756,,,,,-0.13659756
10981,0.13610399,,,,,-0.13610399
10982,0.1431787,,,,,-0.1431787
10983,0.16423833,,,,,-0.16423833
10984,0.1721357,,,,,-0.1721357
10985,0.16933872,,,,,-0.16933872
10986,0.14975984,,,,,-0.14975984
10987,0.123435296,,,,,-0.123435296
10988,0.12721945,,,,,-0.12721945
10989,0.12146095,,,,,-0.12146095
10990,0.107146986,,,,,-0.107146986
10991,0.08691,,,,,-0.08691
10992,0.08658095,,,,,-0.08658095
10993,0.08970699,,,,,-0.08970699
10994,0.09826246,,,,,-0.09826246
10995,0.10747605,,,,,-0.10747605
10996,0.098591514,,,,,-0.098591514
10997,0.08904887,,,,,-0.08904887
10998,0.09892057,,,,,-0.09892057
10999,0.12392888,,,,,-0.12392888
11000,0.12771304,,,,,-0.12771304
11001,0.119322084,,,,,-0.119322084
11002,0.12277718,,,,,-0.12277718
11003,0.12392888,,,,,-0.12392888
11004,0.12508059,,,,,-0.12508059
11005,0.1339651,,,,,-0.1339651
11006,0.11800586,,,,,-0.11800586
11007,0.11290548,,,,,-0.11290548
11008,0.12902926,,,,,-0.12902926
11009,0.14992437,,,,,-0.14992437
11010,0.15321493,,,,,-0.15321493
11011,0.15568286,,,,,-0.15568286
11012,0.14827909,,,,,-0.14827909
11013,0.14515305,,,,,-0.14515305
11014,0.16193494,,,,,-0.16193494
11015,0.16292211,,,,,-0.16292211
11016,0.15699908,,,,,-0.15699908
11017,0.142027,,,,,-0.142027
11018,0.119322084,,,,,-0.119322084
11019,0.1263968,,,,,-0.1263968
11020,0.12590322,,,,,-0.12590322
11021,0.114057176,,,,,-0.114057176
11022,0.10402095,,,,,-0.10402095
11023,0.10500812,,,,,-0.10500812
11024,0.09299755,,,,,-0.09299755
11025,0.08822623,,,,,-0.08822623
11026,0.07999981,,,,,-0.07999981
11027,0.07621566,,,,,-0.07621566
11028,0.09135227,,,,,-0.09135227
11029,0.08296132,,,,,-0.08296132
11030,0.08773264,,,,,-0.08773264
11031,0.08773264,,,,,-0.08773264
11032,0.1013885,,,,,-0.1013885
11033,0.10829869,,,,,-0.10829869
11034,0.11158925,,,,,-0.11158925
11035,0.10105944,,,,,-0.10105944
11036,0.092668496,,,,,-0.092668496
11037,0.091023214,,,,,-0.091023214
11038,0.10418548,,,,,-0.10418548
11039,0.095465474,,,,,-0.095465474
11040,0.09727529,,,,,-0.09727529
11041,0.106488876,,,,,-0.106488876
11042,0.112576425,,,,,-0.112576425
11043,0.10977944,,,,,-0.10977944
11044,0.09842699,,,,,-0.09842699
11045,0.093326606,,,,,-0.093326606
11046,0.0851002,,,,,-0.0851002
11047,0.08016434,,,,,-0.08016434
11048,0.074899435,,,,,-0.074899435
11049,0.07835453,,,,,-0.07835453
11050,0.08658095,,,,,-0.08658095
11051,0.0851002,,,,,-0.0851002
11052,0.080328874,,,,,-0.080328874
11053,0.05828208,,,,,-0.05828208
11054,0.042651895,,,,,-0.042651895
11055,0.04298095,,,,,-0.04298095
11056,0.031463973,,,,,-0.031463973
11057,0.018301714,,,,,-0.018301714
11058,0.0316285,,,,,-0.0316285
11059,0.0403485,,,,,-0.0403485
11060,0.030476803,,,,,-0.030476803
11061,0.023073032,,,,,-0.023073032
11062,0.021592278,,,,,-0.021592278
11063,0.037057932,,,,,-0.037057932
11064,0.056965854,,,,,-0.056965854
11065,0.08592284,,,,,-0.08592284
11066,0.10303378,,,,,-0.10303378
11067,0.11076661,,,,,-0.11076661
11068,0.1078051,,,,,-0.1078051
11069,0.10204661,,,,,-0.10204661
11070,0.10435001,,,,,-0.10435001
11071,0.10105944,,,,,-0.10105944
11072,0.08361944,,,,,-0.08361944
11073,0.07851906,,,,,-0.07851906
11074,0.06124359,,,,,-0.06124359
11075,0.036070764,,,,,-0.036070764
11076,0.028502464,,,,,-0.028502464
11077,0.024553787,,,,,-0.024553787
11078,0.021263223,,,,,-0.021263223
11079,0.029489635,,,,,-0.029489635
11080,0.046271518,,,,,-0.046271518
11081,0.036893405,,,,,-0.036893405
11082,0.015833791,,,,,-0.015833791
11083,0.028502464,,,,,-0.028502464
11084,0.055978686,,,,,-0.055978686
11085,0.040677555,,,,,-0.040677555
11086,0.021756807,,,,,-0.021756807
11087,0.011227001,,,,,-0.011227001
11088,0.015669262,,,,,-0.015669262
11089,0.011556057,,,,,-0.011556057
11090,0.008923605,,,,,-0.008923605
11091,-0.000125446,,,,,0.000125446
11092,0.010897944,,,,,-0.010897944
11093,0.016985489,,,,,-0.016985489
11094,0.02800888,,,,,-0.02800888
11095,0.032944728,,,,,-0.032944728
11096,0.02702171,,,,,-0.02702171
11097,0.01682096,,,,,-0.01682096
11098,0.011062472,,,,,-0.011062472
11099,0.013530396,,,,,-0.013530396
11100,0.014846621,,,,,-0.014846621
11101,0.002507005,,,,,-0.002507005
11102,0.005633041,,,,,-0.005633041
11103,0.008923605,,,,,-0.008923605
11104,0.022743976,,,,,-0.022743976
11105,0.043145478,,,,,-0.043145478
11106,0.048081327,,,,,-0.048081327
11107,0.02702171,,,,,-0.02702171
11108,0.0048104,,,,,-0.0048104
11109,-0.005554877,,,,,0.005554877
11110,-0.002264313,,,,,0.002264313
11111,-0.00341601,,,,,0.00341601
11112,-0.01888166,,,,,0.01888166
11113,-0.041751076,,,,,0.041751076
11114,-0.028259767,,,,,0.028259767
11115,-0.013945815,,,,,0.013945815
11116,-0.011971477,,,,,0.011971477
11117,-0.016578266,,,,,0.016578266
11118,-0.009174498,,,,,0.009174498
11119,-0.002757898,,,,,0.002757898
11120,0.0000391,,,,,-3.91E-05
11121,0.002507005,,,,,-0.002507005
11122,0.012543227,,,,,-0.012543227
11123,0.020111525,,,,,-0.020111525
11124,0.024718314,,,,,-0.024718314
11125,0.029654162,,,,,-0.029654162
11126,0.03245114,,,,,-0.03245114
11127,0.042487368,,,,,-0.042487368
11128,0.03738699,,,,,-0.03738699
11129,0.042322837,,,,,-0.042322837
11130,0.04956208,,,,,-0.04956208
11131,0.051207364,,,,,-0.051207364
11132,0.05729491,,,,,-0.05729491
11133,0.074899435,,,,,-0.074899435
11134,0.08674548,,,,,-0.08674548
11135,0.08773264,,,,,-0.08773264
11136,0.077367365,,,,,-0.077367365
11137,0.081974156,,,,,-0.081974156
11138,0.07687378,,,,,-0.07687378
11139,0.08329038,,,,,-0.08329038
11140,0.10122397,,,,,-0.10122397
11141,0.1089568,,,,,-0.1089568
11142,0.11191831,,,,,-0.11191831
11143,0.10665341,,,,,-0.10665341
11144,0.12195454,,,,,-0.12195454
11145,0.11389265,,,,,-0.11389265
11146,0.11784133,,,,,-0.11784133
11147,0.12458699,,,,,-0.12458699
11148,0.12606774,,,,,-0.12606774
11149,0.1413689,,,,,-0.1413689
11150,0.16407381,,,,,-0.16407381
11151,0.17888136,,,,,-0.17888136
11152,0.19615686,,,,,-0.19615686
11153,0.20257346,,,,,-0.20257346
11154,0.21244517,,,,,-0.21244517
11155,0.22643009,,,,,-0.22643009
11156,0.23646633,,,,,-0.23646633
11157,0.24929956,,,,,-0.24929956
11158,0.2678913,,,,,-0.2678913
11159,0.29010263,,,,,-0.29010263
11160,0.30737814,,,,,-0.30737814
11161,0.31511098,,,,,-0.31511098
11162,0.30523926,,,,,-0.30523926
11163,0.30556834,,,,,-0.30556834
11164,0.31428835,,,,,-0.31428835
11165,0.3088589,,,,,-0.3088589
11166,0.29750642,,,,,-0.29750642
11167,0.2697011,,,,,-0.2697011
11168,0.2748015,,,,,-0.2748015
11169,0.29405132,,,,,-0.29405132
11170,0.3001389,,,,,-0.3001389
11171,0.2945449,,,,,-0.2945449
11172,0.30046794,,,,,-0.30046794
11173,0.29207698,,,,,-0.29207698
11174,0.29553208,,,,,-0.29553208
11175,0.29701284,,,,,-0.29701284
11176,0.27875018,,,,,-0.27875018
11177,0.27019468,,,,,-0.27019468
11178,0.25588068,,,,,-0.25588068
11179,0.26542336,,,,,-0.26542336
11180,0.25423542,,,,,-0.25423542
11181,0.24617352,,,,,-0.24617352
11182,0.23926331,,,,,-0.23926331
11183,0.22807539,,,,,-0.22807539
11184,0.2206716,,,,,-0.2206716
11185,0.23547916,,,,,-0.23547916
11186,0.23564368,,,,,-0.23564368
11187,0.23893426,,,,,-0.23893426
11188,0.2581841,,,,,-0.2581841
11189,0.2887864,,,,,-0.2887864
11190,0.3105042,,,,,-0.3105042
11191,0.31132683,,,,,-0.31132683
11192,0.28944454,,,,,-0.28944454
11193,0.28944454,,,,,-0.28944454
11194,0.27562413,,,,,-0.27562413
11195,0.2553871,,,,,-0.2553871
11196,0.23202406,,,,,-0.23202406
11197,0.22116518,,,,,-0.22116518
11198,0.20142177,,,,,-0.20142177
11199,0.19549873,,,,,-0.19549873
11200,0.21244517,,,,,-0.21244517
11201,0.21458404,,,,,-0.21458404
11202,0.21524216,,,,,-0.21524216
11203,0.2149131,,,,,-0.2149131
11204,0.21820366,,,,,-0.21820366
11205,0.22626556,,,,,-0.22626556
11206,0.22988519,,,,,-0.22988519
11207,0.22560745,,,,,-0.22560745
11208,0.20849648,,,,,-0.20849648
11209,0.21014178,,,,,-0.21014178
11210,0.21162254,,,,,-0.21162254
11211,0.22198783,,,,,-0.22198783
11212,0.21787462,,,,,-0.21787462
11213,0.20866102,,,,,-0.20866102
11214,0.20816743,,,,,-0.20816743
11215,0.21705197,,,,,-0.21705197
11216,0.22083612,,,,,-0.22083612
11217,0.20356064,,,,,-0.20356064
11218,0.2022444,,,,,-0.2022444
11219,0.21079989,,,,,-0.21079989
11220,0.19846025,,,,,-0.19846025
11221,0.18266553,,,,,-0.18266553
11222,0.18134929,,,,,-0.18134929
11223,0.17657797,,,,,-0.17657797
11224,0.16719985,,,,,-0.16719985
11225,0.17016137,,,,,-0.17016137
11226,0.17147759,,,,,-0.17147759
11227,0.17246476,,,,,-0.17246476
11228,0.18431081,,,,,-0.18431081
11229,0.17937495,,,,,-0.17937495
11230,0.15683456,,,,,-0.15683456
11231,0.14186247,,,,,-0.14186247
11232,0.1443304,,,,,-0.1443304
11233,0.1385719,,,,,-0.1385719
11234,0.108792275,,,,,-0.108792275
11235,0.09431378,,,,,-0.09431378
11236,0.089542456,,,,,-0.089542456
11237,0.10665341,,,,,-0.10665341
11238,0.11685416,,,,,-0.11685416
11239,0.11899303,,,,,-0.11899303
11240,0.119486615,,,,,-0.119486615
11241,0.119486615,,,,,-0.119486615
11242,0.120309256,,,,,-0.120309256
11243,0.1374202,,,,,-0.1374202
11244,0.13116813,,,,,-0.13116813
11245,0.12952285,,,,,-0.12952285
11246,0.13840738,,,,,-0.13840738
11247,0.13083908,,,,,-0.13083908
11248,0.118828505,,,,,-0.118828505
11249,0.12425794,,,,,-0.12425794
11250,0.13445869,,,,,-0.13445869
11251,0.13347153,,,,,-0.13347153
11252,0.12310624,,,,,-0.12310624
11253,0.13231982,,,,,-0.13231982
11254,0.1489372,,,,,-0.1489372
11255,0.1310036,,,,,-0.1310036
11256,0.11224737,,,,,-0.11224737
11257,0.12162548,,,,,-0.12162548
11258,0.11520888,,,,,-0.11520888
11259,0.12540963,,,,,-0.12540963
11260,0.1397236,,,,,-0.1397236
11261,0.13692662,,,,,-0.13692662
11262,0.133307,,,,,-0.133307
11263,0.13626851,,,,,-0.13626851
11264,0.12277718,,,,,-0.12277718
11265,0.105501704,,,,,-0.105501704
11266,0.09694623,,,,,-0.09694623
11267,0.084113024,,,,,-0.084113024
11268,0.07374774,,,,,-0.07374774
11269,0.08740359,,,,,-0.08740359
11270,0.08378397,,,,,-0.08378397
11271,0.07901265,,,,,-0.07901265
11272,0.087239064,,,,,-0.087239064
11273,0.082632266,,,,,-0.082632266
11274,0.07539302,,,,,-0.07539302
11275,0.08148057,,,,,-0.08148057
11276,0.08065793,,,,,-0.08065793
11277,0.075722076,,,,,-0.075722076
11278,0.09842699,,,,,-0.09842699
11279,0.11603152,,,,,-0.11603152
11280,0.10846321,,,,,-0.10846321
11281,0.0990851,,,,,-0.0990851
11282,0.13297795,,,,,-0.13297795
11283,0.13116813,,,,,-0.13116813
11284,0.11372812,,,,,-0.11372812
11285,0.13001643,,,,,-0.13001643
11286,0.13363606,,,,,-0.13363606
11287,0.1211319,,,,,-0.1211319
11288,0.10665341,,,,,-0.10665341
11289,0.09447831,,,,,-0.09447831
11290,0.09069415,,,,,-0.09069415
11291,0.091845855,,,,,-0.091845855
11292,0.09892057,,,,,-0.09892057
11293,0.09201038,,,,,-0.09201038
11294,0.08674548,,,,,-0.08674548
11295,0.088884346,,,,,-0.088884346
11296,0.09233944,,,,,-0.09233944
11297,0.092668496,,,,,-0.092668496
11298,0.08427755,,,,,-0.08427755
11299,0.06601491,,,,,-0.06601491
11300,0.05844661,,,,,-0.05844661
11301,0.048245855,,,,,-0.048245855
11302,0.05071378,,,,,-0.05071378
11303,0.059927363,,,,,-0.059927363
11304,0.059927363,,,,,-0.059927363
11305,0.050055668,,,,,-0.050055668
11306,0.037880573,,,,,-0.037880573
11307,0.052194536,,,,,-0.052194536
11308,0.054991513,,,,,-0.054991513
11309,0.07160887,,,,,-0.07160887
11310,0.11274095,,,,,-0.11274095
11311,0.13988814,,,,,-0.13988814
11312,0.1321553,,,,,-0.1321553
11313,0.13347153,,,,,-0.13347153
11314,0.12359983,,,,,-0.12359983
11315,0.100236796,,,,,-0.100236796
11316,0.08230321,,,,,-0.08230321
11317,0.07605114,,,,,-0.07605114
11318,0.06387604,,,,,-0.06387604
11319,0.049397554,,,,,-0.049397554
11320,0.04511982,,,,,-0.04511982
11321,0.04001944,,,,,-0.04001944
11322,0.036070764,,,,,-0.036070764
11323,0.0316285,,,,,-0.0316285
11324,0.046929628,,,,,-0.046929628
11325,0.055978686,,,,,-0.055978686
11326,0.040677555,,,,,-0.040677555
11327,0.031134916,,,,,-0.031134916
11328,0.03541265,,,,,-0.03541265
11329,0.037716046,,,,,-0.037716046
11330,0.026199069,,,,,-0.026199069
11331,0.029983219,,,,,-0.029983219
11332,0.04001944,,,,,-0.04001944
11333,0.034754537,,,,,-0.034754537
11334,0.041993782,,,,,-0.041993782
11335,0.06469868,,,,,-0.06469868
11336,0.06782472,,,,,-0.06782472
11337,0.046929628,,,,,-0.046929628
11338,0.046600573,,,,,-0.046600573
11339,0.050055668,,,,,-0.050055668
11340,0.05054925,,,,,-0.05054925
11341,0.038867746,,,,,-0.038867746
11342,0.044297177,,,,,-0.044297177
11343,0.043145478,,,,,-0.043145478
11344,0.042322837,,,,,-0.042322837
11345,0.044626232,,,,,-0.044626232
11346,0.021263223,,,,,-0.021263223
11347,0.00941719,,,,,-0.00941719
11348,0.013036811,,,,,-0.013036811
11349,0.03376737,,,,,-0.03376737
11350,0.055156045,,,,,-0.055156045
11351,0.0554851,,,,,-0.0554851
11352,0.032944728,,,,,-0.032944728
11353,0.023237562,,,,,-0.023237562
11354,0.019782469,,,,,-0.019782469
11355,0.008430021,,,,,-0.008430021
11356,-0.006706575,,,,,0.006706575
11357,-0.014110344,,,,,0.014110344
11358,-0.015755625,,,,,0.015755625
11359,-0.020855999,,,,,0.020855999
11360,-0.003251482,,,,,0.003251482
11361,0.003165118,,,,,-0.003165118
11362,0.001519836,,,,,-0.001519836
11363,0.008594549,,,,,-0.008594549
11364,0.01682096,,,,,-0.01682096
11365,0.02800888,,,,,-0.02800888
11366,0.014846621,,,,,-0.014846621
11367,0.009746246,,,,,-0.009746246
11368,0.015998319,,,,,-0.015998319
11369,0.025047371,,,,,-0.025047371
11370,0.030476803,,,,,-0.030476803
11371,0.04133567,,,,,-0.04133567
11372,0.016491903,,,,,-0.016491903
11373,0.016162846,,,,,-0.016162846
11374,0.029818691,,,,,-0.029818691
11375,0.038867746,,,,,-0.038867746
11376,0.040513027,,,,,-0.040513027
11377,0.037716046,,,,,-0.037716046
11378,0.042487368,,,,,-0.042487368
11379,0.05466246,,,,,-0.05466246
11380,0.058940195,,,,,-0.058940195
11381,0.04380359,,,,,-0.04380359
11382,0.054004345,,,,,-0.054004345
11383,0.047258686,,,,,-0.047258686
11384,0.03837416,,,,,-0.03837416
11385,0.059927363,,,,,-0.059927363
11386,0.06321793,,,,,-0.06321793
11387,0.025870012,,,,,-0.025870012
11388,0.01961794,,,,,-0.01961794
11389,0.020934166,,,,,-0.020934166
11390,0.011720585,,,,,-0.011720585
11391,0.005139456,,,,,-0.005139456
11392,0.024060203,,,,,-0.024060203
11393,0.023237562,,,,,-0.023237562
11394,0.013530396,,,,,-0.013530396
11395,0.015504735,,,,,-0.015504735
11396,0.03755152,,,,,-0.03755152
11397,0.038867746,,,,,-0.038867746
11398,0.03459001,,,,,-0.03459001
11399,0.041993782,,,,,-0.041993782
11400,0.048574913,,,,,-0.048574913
11401,0.07621566,,,,,-0.07621566
11402,0.055814154,,,,,-0.055814154
11403,0.055649627,,,,,-0.055649627
11404,0.087239064,,,,,-0.087239064
11405,0.10007227,,,,,-0.10007227
11406,0.08526472,,,,,-0.08526472
11407,0.08740359,,,,,-0.08740359
11408,0.101717554,,,,,-0.101717554
11409,0.09299755,,,,,-0.09299755
11410,0.07012812,,,,,-0.07012812
11411,0.054826986,,,,,-0.054826986
11412,0.042322837,,,,,-0.042322837
11413,0.045613404,,,,,-0.045613404
11414,0.04956208,,,,,-0.04956208
11415,0.05828208,,,,,-0.05828208
11416,0.037222464,,,,,-0.037222464
11417,0.026857182,,,,,-0.026857182
11418,0.040842082,,,,,-0.040842082
11419,0.032122087,,,,,-0.032122087
11420,0.026034541,,,,,-0.026034541
11421,0.04594246,,,,,-0.04594246
11422,0.024882844,,,,,-0.024882844
11423,0.018301714,,,,,-0.018301714
11424,0.014846621,,,,,-0.014846621
11425,-0.007858272,,,,,0.007858272
11426,-0.01081978,,,,,0.01081978
11427,-0.010655251,,,,,0.010655251
11428,-0.026779013,,,,,0.026779013
11429,-0.000783559,,,,,0.000783559
11430,0.03639982,,,,,-0.03639982
11431,0.0653568,,,,,-0.0653568
11432,0.07259604,,,,,-0.07259604
11433,0.09530095,,,,,-0.09530095
11434,0.096452646,,,,,-0.096452646
11435,0.07473491,,,,,-0.07473491
11436,0.08427755,,,,,-0.08427755
11437,0.05334623,,,,,-0.05334623
11438,0.04298095,,,,,-0.04298095
11439,0.051042836,,,,,-0.051042836
11440,0.04972661,,,,,-0.04972661
11441,0.034425482,,,,,-0.034425482
11442,0.0316285,,,,,-0.0316285
11443,0.021756807,,,,,-0.021756807
11444,0.02800888,,,,,-0.02800888
11445,0.04396812,,,,,-0.04396812
11446,0.06223076,,,,,-0.06223076
11447,0.06700208,,,,,-0.06700208
11448,0.06864736,,,,,-0.06864736
11449,0.08592284,,,,,-0.08592284
11450,0.10105944,,,,,-0.10105944
11451,0.11817039,,,,,-0.11817039
11452,0.12442247,,,,,-0.12442247
11453,0.12557417,,,,,-0.12557417
11454,0.13626851,,,,,-0.13626851
11455,0.16292211,,,,,-0.16292211
11456,0.15140513,,,,,-0.15140513
11457,0.15058248,,,,,-0.15058248
11458,0.19335987,,,,,-0.19335987
11459,0.19977649,,,,,-0.19977649
11460,0.21919084,,,,,-0.21919084
11461,0.22610104,,,,,-0.22610104
11462,0.22248141,,,,,-0.22248141
11463,0.22856897,,,,,-0.22856897
11464,0.22823991,,,,,-0.22823991
11465,0.2414022,,,,,-0.2414022
11466,0.25226107,,,,,-0.25226107
11467,0.24535087,,,,,-0.24535087
11468,0.23103689,,,,,-0.23103689
11469,0.25505805,,,,,-0.25505805
11470,0.28056,,,,,-0.28056
11471,0.30112606,,,,,-0.30112606
11472,0.28993812,,,,,-0.28993812
11473,0.3129721,,,,,-0.3129721
11474,0.31165588,,,,,-0.31165588
11475,0.30507475,,,,,-0.30507475
11476,0.30211323,,,,,-0.30211323
11477,0.29339322,,,,,-0.29339322
11478,0.29915172,,,,,-0.29915172
11479,0.29289964,,,,,-0.29289964
11480,0.28204075,,,,,-0.28204075
11481,0.29816455,,,,,-0.29816455
11482,0.30836532,,,,,-0.30836532
11483,0.33830953,,,,,-0.33830953
11484,0.335348,,,,,-0.335348
11485,0.31511098,,,,,-0.31511098
11486,0.3445616,,,,,-0.3445616
11487,0.3307412,,,,,-0.3307412
11488,0.32021138,,,,,-0.32021138
11489,0.34258726,,,,,-0.34258726
11490,0.34489065,,,,,-0.34489065
11491,0.35509145,,,,,-0.35509145
11492,0.36150807,,,,,-0.36150807
11493,0.37697375,,,,,-0.37697375
11494,0.36545676,,,,,-0.36545676
11495,0.3565722,,,,,-0.3565722
11496,0.3588756,,,,,-0.3588756
11497,0.3644696,,,,,-0.3644696
11498,0.39408475,,,,,-0.39408475
11499,0.37450582,,,,,-0.37450582
11500,0.35097823,,,,,-0.35097823
11501,0.36644393,,,,,-0.36644393
11502,0.39589456,,,,,-0.39589456
11503,0.36562127,,,,,-0.36562127
11504,0.3657858,,,,,-0.3657858
11505,0.39852703,,,,,-0.39852703
11506,0.40083042,,,,,-0.40083042
11507,0.33436084,,,,,-0.33436084
11508,0.33649972,,,,,-0.33649972
11509,0.36644393,,,,,-0.36644393
11510,0.33090574,,,,,-0.33090574
11511,0.32465366,,,,,-0.32465366
11512,0.32827327,,,,,-0.32827327
11513,0.3289314,,,,,-0.3289314
11514,0.31165588,,,,,-0.31165588
11515,0.30606192,,,,,-0.30606192
11516,0.32300836,,,,,-0.32300836
11517,0.29931623,,,,,-0.29931623
11518,0.29141888,,,,,-0.29141888
11519,0.28105357,,,,,-0.28105357
11520,0.30951703,,,,,-0.30951703
11521,0.31379476,,,,,-0.31379476
11522,0.31247854,,,,,-0.31247854
11523,0.31198496,,,,,-0.31198496
11524,0.31840155,,,,,-0.31840155
11525,0.32629892,,,,,-0.32629892
11526,0.34719408,,,,,-0.34719408
11527,0.31741437,,,,,-0.31741437
11528,0.32235023,,,,,-0.32235023
11529,0.35229445,,,,,-0.35229445
11530,0.32284382,,,,,-0.32284382
11531,0.32810876,,,,,-0.32810876
11532,0.3198823,,,,,-0.3198823
11533,0.30968153,,,,,-0.30968153
11534,0.31675628,,,,,-0.31675628
11535,0.28467318,,,,,-0.28467318
11536,0.31428835,,,,,-0.31428835
11537,0.29767096,,,,,-0.29767096
11538,0.27381432,,,,,-0.27381432
11539,0.26147467,,,,,-0.26147467
11540,0.30112606,,,,,-0.30112606
11541,0.2697011,,,,,-0.2697011
11542,0.23630181,,,,,-0.23630181
11543,0.2789147,,,,,-0.2789147
11544,0.25407088,,,,,-0.25407088
11545,0.21112895,,,,,-0.21112895
11546,0.20816743,,,,,-0.20816743
11547,0.19253723,,,,,-0.19253723
11548,0.18562703,,,,,-0.18562703
11549,0.18760137,,,,,-0.18760137
11550,0.19516969,,,,,-0.19516969
11551,0.23153047,,,,,-0.23153047
11552,0.2501222,,,,,-0.2501222
11553,0.2305433,,,,,-0.2305433
11554,0.2802309,,,,,-0.2802309
11555,0.31346568,,,,,-0.31346568
11556,0.27019468,,,,,-0.27019468
11557,0.26953655,,,,,-0.26953655
11558,0.2887864,,,,,-0.2887864
11559,0.26887846,,,,,-0.26887846
11560,0.24041502,,,,,-0.24041502
11561,0.2675622,,,,,-0.2675622
11562,0.26706862,,,,,-0.26706862
11563,0.24502182,,,,,-0.24502182
11564,0.2275818,,,,,-0.2275818
11565,0.2414022,,,,,-0.2414022
11566,0.24567993,,,,,-0.24567993
11567,0.2333403,,,,,-0.2333403
11568,0.22215235,,,,,-0.22215235
11569,0.23383388,,,,,-0.23383388
11570,0.22955613,,,,,-0.22955613
11571,0.22034253,,,,,-0.22034253
11572,0.25061578,,,,,-0.25061578
11573,0.26032296,,,,,-0.26032296
11574,0.24255389,,,,,-0.24255389
11575,0.24469276,,,,,-0.24469276
11576,0.24913503,,,,,-0.24913503
11577,0.2524256,,,,,-0.2524256
11578,0.2570324,,,,,-0.2570324
11579,0.22429122,,,,,-0.22429122
11580,0.2466671,,,,,-0.2466671
11581,0.25917128,,,,,-0.25917128
11582,0.25686786,,,,,-0.25686786
11583,0.22264594,,,,,-0.22264594
11584,0.22396217,,,,,-0.22396217
11585,0.25374183,,,,,-0.25374183
11586,0.24946408,,,,,-0.24946408
11587,0.22346859,,,,,-0.22346859
11588,0.2708528,,,,,-0.2708528
11589,0.25620976,,,,,-0.25620976
11590,0.22725274,,,,,-0.22725274
11591,0.26871392,,,,,-0.26871392
11592,0.26986563,,,,,-0.26986563
11593,0.26131013,,,,,-0.26131013
11594,0.25620976,,,,,-0.25620976
11595,0.28566036,,,,,-0.28566036
11596,0.23021425,,,,,-0.23021425
11597,0.22281046,,,,,-0.22281046
11598,0.22675915,,,,,-0.22675915
11599,0.25670335,,,,,-0.25670335
11600,0.23350482,,,,,-0.23350482
11601,0.23136595,,,,,-0.23136595
11602,0.21754555,,,,,-0.21754555
11603,0.22462028,,,,,-0.22462028
11604,0.2397569,,,,,-0.2397569
11605,0.22248141,,,,,-0.22248141
11606,0.21079989,,,,,-0.21079989
11607,0.21902631,,,,,-0.21902631
11608,0.26180372,,,,,-0.26180372
11609,0.2910898,,,,,-0.2910898
11610,0.25982937,,,,,-0.25982937
11611,0.26492977,,,,,-0.26492977
11612,0.2818762,,,,,-0.2818762
11613,0.26377806,,,,,-0.26377806
11614,0.24962862,,,,,-0.24962862
11615,0.25752598,,,,,-0.25752598
11616,0.266246,,,,,-0.266246
11617,0.26641053,,,,,-0.26641053
11618,0.28566036,,,,,-0.28566036
11619,0.29421586,,,,,-0.29421586
11620,0.29882264,,,,,-0.29882264
11621,0.3164272,,,,,-0.3164272
11622,0.29651925,,,,,-0.29651925
11623,0.28648302,,,,,-0.28648302
11624,0.30754268,,,,,-0.30754268
11625,0.31099778,,,,,-0.31099778
11626,0.29832906,,,,,-0.29832906
11627,0.25407088,,,,,-0.25407088
11628,0.25555164,,,,,-0.25555164
11629,0.28434414,,,,,-0.28434414
11630,0.26854938,,,,,-0.26854938
11631,0.25950032,,,,,-0.25950032
11632,0.22692367,,,,,-0.22692367
11633,0.22692367,,,,,-0.22692367
11634,0.24502182,,,,,-0.24502182
11635,0.21754555,,,,,-0.21754555
11636,0.2167229,,,,,-0.2167229
11637,0.20405422,,,,,-0.20405422
11638,0.20306705,,,,,-0.20306705
11639,0.19434704,,,,,-0.19434704
11640,0.20866102,,,,,-0.20866102
11641,0.22675915,,,,,-0.22675915
11642,0.24946408,,,,,-0.24946408
11643,0.25439996,,,,,-0.25439996
11644,0.23202406,,,,,-0.23202406
11645,0.2333403,,,,,-0.2333403
11646,0.22807539,,,,,-0.22807539
11647,0.23531464,,,,,-0.23531464
11648,0.22396217,,,,,-0.22396217
11649,0.21853273,,,,,-0.21853273
11650,0.25061578,,,,,-0.25061578
11651,0.23136595,,,,,-0.23136595
