Time (Seconds),Amplitude (Volts) [Filtered 0.3-10.0Hz],,,,Time (Seconds),,,
3.144,-0.055132988,,,,,,,
3.146,-0.055428861,,,,,,,
3.148,-0.055731639,,,,,,,
3.15,-0.056071618,,,,,,,
3.152,-0.056480119,,,,,,,
3.154,-0.056989058,,,,,,,
3.156,-0.057630497,,,,,,,
3.158,-0.058436184,,,,,,,
3.16,-0.059437065,,,,,,,
3.162,-0.060662788,,,,,,,
3.164,-0.062141206,,,,,,,
3.166,-0.063897897,,,,,,,
3.168,-0.065955718,,,,,,,
3.17,-0.068334404,,,,,,,
3.172,-0.071050237,,,,,,,
3.174,-0.074115771,,,,,,,
3.176,-0.077539627,,,,,,,
3.178,-0.081326349,,,,,,,
3.18,-0.085476317,,,,,,,
3.182,-0.089985724,,,,,,,
3.184,-0.094846608,,,,,,,
3.186,-0.100046958,,,,,,,
3.188,-0.105570876,,,,,,,
3.19,-0.111398823,,,,,,,
3.192,-0.117507917,,,,,,,
3.194,-0.123872289,,,,,,,
3.196,-0.130463475,,,,,,,
3.198,-0.137250829,,,,,,,
3.2,-0.144201954,,,,,,,
3.202,-0.151283124,,,,,,,
3.204,-0.158459713,,,,,,,
3.206,-0.165696619,,,,,,,
3.208,-0.172958684,,,,,,,
3.21,-0.180211116,,,,,,,
3.212,-0.187419894,,,,,,,
3.214,-0.194552161,,,,,,,
3.216,-0.201576578,,,,,,,
3.218,-0.208463639,,,,,,,
3.22,-0.21518592,,,,,,,
3.222,-0.221718282,,,,,,,
3.224,-0.228038014,,,,,,,
3.226,-0.234124932,,,,,,,
3.228,-0.239961444,,,,,,,
3.23,-0.245532595,,,,,,,
3.232,-0.25082609,,,,,,,
3.234,-0.2558323,,,,,,,
3.236,-0.260544257,,,,,,,
3.238,-0.264957624,,,,,,,
3.24,-0.269070638,,,,,,,
3.242,-0.272884041,,,,,,,
3.244,-0.276400994,,,,,,,
3.246,-0.279626983,,,,,,,
3.248,-0.282569736,,,,,,,
3.25,-0.285239142,,,,,,,
